orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice
ἀνάγκη,ἀνάγκη,ἀνάγκη,ἀνάγκη,γκη,α,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,ROOT,0.0,ἀνάγκη,(),False,x̓xx́xxx,False,False,False,False,Nom,Fem,Sing,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἀνάγκη,(),False,xx̀,False,False,False,False,,,,,,
παγκάλου,παγκάλου,παγκάλου,παγκάλου,λου,π,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,παραδείγματος,(),False,xxxx́xxx,False,False,False,False,Gen,Neut,Sing,,,
παραδείγματος,παραδείγματος,παραδείγματος,παραδείγματος,τος,π,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obl,0.0,πάγκαλον,(),False,xxxx́xxxx,False,False,False,False,Gen,Neut,Sing,,,
πάγκαλον,πάγκαλον,πάγκαλος,πάγκαλον,λον,π,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,amod,0.0,ἀνάγκη,(),False,xx́xxxx,False,False,False,False,Acc,Neut,Sing,,,
εἶναι,εἶναι,εἶναι,εἶναι,ναι,ε,-20.0,AUX,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,cop,0.0,μίμημα,(),False,xx̓͂xxx,False,False,False,False,,,,Pres,Inf,Act
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,μίμημα,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,
μίμημα,μίμημα,μίμημα,μίμημα,ημα,μ,-20.0,NOUN,Nb,Case=Acc|Gender=Neut|Number=Sing,nsubj,0.0,πάγκαλον,(),False,xx́xxxx,False,False,False,False,Acc,Neut,Sing,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἀνάγκη,(),False,.,False,True,False,False,,,,,,
