orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Mood,Person,Aspect
ἀπὸ,ἀπὸ,ἀπὸ,ἀπὸ,πὸ,α,-20.0,ADP,r--------,,case,0.0,μονάδος,(),False,x̓xx̀,False,False,False,False,,,,,,,,,
μονάδος,μονάδος,μονάς,μονάδος,δος,μ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,συντεθεὶς,(),False,xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,
συντεθεὶς,συντεθεὶς,συντεθεὶς,συντεθεὶς,ὶς,σ,-20.0,VERB,v-sappmn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,advcl,0.0,γεννᾷ,(),False,xxxx̀x,False,False,False,False,Nom,Masc,Sing,Past,Part,Pass,,,
ἑξῆς,ἑξῆς,ἑξῆς,ἑξῆς,ῆς,ε,-20.0,ADV,d--------,,advmod,0.0,γεννᾷ,(),False,x̔xx͂x,False,False,False,False,,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,ἀριθμὸς,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,
ἑπτὰ,ἑπτὰ,ἑπτὰ,ἑπτὰ,τὰ,ε,-20.0,NUM,n-s---fv-,,nmod,0.0,ἀριθμὸς,(),False,x̔xxx̀,False,False,False,False,,,,,,,,,
ἀριθμὸς,ἀριθμὸς,ἀριθμὸς,ἀριθμὸς,ὸς,α,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,γεννᾷ,(),False,x̓xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,,
γεννᾷ,γεννᾷ,γεννᾷ,γεννᾷ,ᾷ,γ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,γεννᾷ,(),False,xxxx͂ͅ,False,False,False,False,,,Sing,Pres,Fin,Act,Ind,3,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,ὀκτὼ,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ὀκτὼ,ὀκτὼ,ὀκτὼ,ὀκτὼ,τὼ,ο,-20.0,ADJ,n-s---ma-,,obj,0.0,γεννᾷ,"(εἴκοσι, τέλειον, ἰσούμενον)",False,x̓xxx̀,False,False,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ὀκτὼ,(),False,xxx̀,False,False,False,False,,,,,,,,,
εἴκοσι,εἴκοσι,εἴκοσι,εἴκοσι,οσι,ε,-20.0,NUM,a--------,,conj,0.0,ὀκτὼ,"(ὀκτὼ, τέλειον, ἰσούμενον)",False,xx̓́xxxx,False,False,False,False,,,,,,,,,
τέλειον,τέλειον,τέλειος,τέλειον,ιον,τ,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,conj,0.0,ὀκτὼ,"(ὀκτὼ, εἴκοσι, ἰσούμενον)",False,xx́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ὀκτὼ,(),False,xxx̀,False,False,False,False,,,,,,,,,
τοῖς,τοῖς,τοῖς,τοῖς,ῖς,τ,-20.0,DET,l-p---nd-,Case=Dat|Gender=Neut|Number=Plur,det,0.0,μέρεσιν,(),False,xxx͂x,False,False,False,False,Dat,Neut,Plur,,,,,,
αὑτοῦ,αὑτοῦ,αὑτοῦ,αὑτοῦ,οῦ,α,-20.0,PRON,p-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,μέρεσιν,(),False,xx̔xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,
μέρεσιν,μέρεσιν,μέρος,μέρεσιν,σιν,μ,-20.0,NOUN,n-p---nd-,Case=Dat|Gender=Neut|Number=Plur,obl,0.0,ἰσούμενον,(),False,xx́xxxx,False,False,False,False,Dat,Neut,Plur,,,,,,
ἰσούμενον,ἰσούμενον,ἰσούμενον,ἰσούμενον,νον,ι,-20.0,VERB,v-sppema-,Case=Acc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Mid,conj,0.0,ὀκτὼ,"(ὀκτὼ, εἴκοσι, τέλειον)",False,x̓xxx́xxxx,False,False,False,False,Acc,Masc,Sing,Pres,Part,Mid,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,γεννᾷ,(),False,·,False,True,False,False,,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,ἀριθμὸς,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἀποκαταστατικός,(),False,xx̀,False,False,False,False,,,,,,,,,
γεννηθεὶς,γεννηθεὶς,γεννηθεὶς,γεννηθεὶς,ὶς,γ,-20.0,VERB,v-sappmn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,nmod,0.0,ἀριθμὸς,(),False,xxxx̀x,False,False,False,False,Nom,Masc,Sing,Past,Part,Pass,,,
ἀριθμὸς,ἀριθμὸς,ἀριθμὸς,ἀριθμὸς,ὸς,α,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἀποκαταστατικός,(),False,x̓xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,,
ἀποκαταστατικός,ἀποκαταστατικός,ἀποκαταστατικός,ἀποκαταστατικός,ός,α,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,ROOT,0.0,ἀποκαταστατικός,(),False,x̓xxxx́x,False,False,False,False,Nom,Masc,Sing,,,,,,
ἐστι,ἐστι,ἐστι,ἐστι,στι,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,ἀποκαταστατικός,(),False,x̓xxx,False,False,False,False,,,Sing,Pres,Fin,Act,Ind,3,
σελήνης,σελήνης,σελήνη,σελήνης,νης,σ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,xcomp,0.0,ἀποκαταστατικός,(),False,xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀπὸ᾽,(),False,",",False,True,False,False,,,,,,,,,
ἀπὸ᾽,ἀπὸ᾽,ἀπὸ᾽,ἀπὸ᾽,ὸ᾽,α,-20.0,PUNCT,V-,,dep,0.0,ἀποκαταστατικός,(),False,x̓xx̀᾽,False,False,False,False,,,,,,,,,
οὗ,οὗ,οὗ,οὗ,ὗ,ο,-20.0,PRON,p-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obl,0.0,ἤρξατο,(),False,xx̔͂,False,False,False,False,Gen,Neut,Sing,,,,,,
ἤρξατο,ἤρξατο,ἤρξατο,ἤρξατο,ατο,η,-20.0,VERB,v3saim---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Mid,advcl,0.0,ἀποκαταστατικός,(),False,x̓́xxxx,False,False,False,False,,,Sing,Past,Fin,Mid,Ind,3,
σχήματος,σχήματος,σχήματος,σχήματος,τος,σ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obj,0.0,λαμβάνειν,(),False,xxx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,
λαμβάνειν,λαμβάνειν,λαμβάνω,λαμβάνειν,ειν,λ,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,xcomp,0.0,ἤρξατο,(),False,xxxx́xxxx,False,False,False,False,,,,Pres,Inf,Act,,,
αὔξησιν,αὔξησιν,αὔξησις,αὔξησιν,σιν,α,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,λαμβάνειν,(),False,xx̓́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
αἰσθητῶς,αἰσθητῶς,αἰσθητῶς,αἰσθητῶς,ῶς,α,-20.0,ADV,d--------,,advmod,0.0,λαμβάνειν,(),False,xx̓xxxx͂x,False,False,False,False,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀνακαμπτούσης,(),False,",",False,True,False,False,,,,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,ἐκεῖνο,(),False,xx̓x,False,False,False,False,,,,,,,,,
ἐκεῖνο,ἐκεῖνο,ἐκεῖνος,ἐκεῖνο,͂νο,ε,-20.0,PRON,p-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,ἀνακαμπτούσης,(),False,x̓xxx͂xx,False,False,False,False,Acc,Neut,Sing,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,μείωσιν,(),False,xxxx̀,False,False,False,False,,,,,,,,,
μείωσιν,μείωσιν,μείωσις,μείωσιν,σιν,μ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἀνακαμπτούσης,(),False,xxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἀνακαμπτούσης,ἀνακαμπτούσης,ἀνακαμπτούσης,ἀνακαμπτούσης,σης,α,-20.0,VERB,v-sppafg-,Case=Gen|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ἤρξατο,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Fem,Sing,Pres,Part,Act,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἀποκαταστατικός,(),False,·,False,True,False,False,,,,,,,,,
αὔξεται,αὔξεται,αὔξω,αὔξεται,ται,α,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,ROOT,0.0,αὔξεται,"(γίνεται, ὑποστρέφει)",False,xx̓́xxxx,False,False,False,False,,,Sing,Pres,Fin,Mid,Ind,3,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,αὔξεται,(),False,xx̀x,False,False,False,False,,,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,αὔξεται,(),False,xx̀x,False,False,False,False,,,,,,,,,
ἀπὸ,ἀπὸ,ἀπὸ,ἀπὸ,πὸ,α,-20.0,ADP,r--------,,case,0.0,ἐπιλάμψεως,(),False,x̓xx̀,False,False,False,False,,,,,,,,,
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,ἐπιλάμψεως,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
πρώτης,πρώτης,πρώτης,πρώτης,της,π,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἐπιλάμψεως,(),False,xxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,
