orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Mood,Person,Aspect
μηνοειδοῦς,μηνοειδοῦς,μηνοειδοῦς,μηνοειδοῦς,ῦς,μ,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἐπιλάμψεως,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
ἐπιλάμψεως,ἐπιλάμψεως,ἐπιλάμψεως,ἐπιλάμψεως,εως,ε,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,αὔξεται,(),False,x̓xxxx́xxxx,False,False,False,False,Gen,Fem,Sing,,,,,,
ἄχρι,ἄχρι,ἄχρι,ἄχρι,χρι,α,-20.0,ADP,r--------,,case,0.0,ἡμέραις,(),False,x̓́xxx,False,False,False,False,,,,,,,,,
διχοτόμου,διχοτόμου,διχοτόμου,διχοτόμου,μου,δ,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἡμέραις,(),False,xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,
ἡμέραις,ἡμέραις,ἡμέρα,ἡμέραις,αις,η,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,αὔξεται,(),False,x̔xx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,
ἑπτά,ἑπτά,ἑπτά,ἑπτά,τά,ε,-20.0,ADJ,a--------,,nmod,0.0,ἡμέραις,(),False,x̔xxx́,False,False,False,False,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,γίνεται,(),False,",",False,True,False,False,,,,,,,,,
εἶτα᾽,εἶτα᾽,εἶτα᾽,εἶτα᾽,τα᾽,ε,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,amod,0.0,τοσαύταις,(),False,xx̓͂xx᾽,False,False,False,False,Dat,Fem,Plur,,,,,,
ἑτέραις,ἑτέραις,ἑτέραις,ἑτέραις,αις,ε,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,amod,0.0,ἡμέραις,(),False,x̔xx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,
τοσαύταις,τοσαύταις,τοσαύταις,τοσαύταις,αις,τ,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,ἑτέραις,(),False,xxxx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,
πλησιφαὴς,πλησιφαὴς,πλησιφαὴς,πλησιφαὴς,ὴς,π,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nsubj,0.0,γίνεται,(),False,xxxx̀x,False,False,False,False,Gen,Fem,Sing,,,,,,
γίνεται,γίνεται,γίγνομαι,γίνεται,ται,γ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,conj,0.0,αὔξεται,"(αὔξεται, ὑποστρέφει)",False,xx́xxxx,False,False,False,False,,,Sing,Pres,Fin,Mid,Ind,3,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,γίνεται,(),False,xxx̀,False,False,False,False,,,,,,,,,
πάλιν,πάλιν,πάλιν,πάλιν,λιν,π,-20.0,ADV,d--------,,advmod,0.0,ὑποστρέφει,(),False,xx́xxx,False,False,False,False,,,,,,,,,
ὑποστρέφει,ὑποστρέφει,ὑποστρέφω,ὑποστρέφει,φει,υ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,conj,0.0,γίνεται,"(αὔξεται, γίνεται)",False,x̔xxxx́xxx,False,False,False,False,,,Sing,Pres,Fin,Act,Ind,3,
διαυλοδρομοῦσα,διαυλοδρομοῦσα,διαυλοδρομοῦσα,διαυλοδρομοῦσα,͂σα,δ,-20.0,VERB,v-sppafn-,Case=Nom|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ὑποστρέφει,(),False,xxxx͂xx,False,False,False,False,Nom,Fem,Sing,Pres,Part,Act,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,ὁδόν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
αὐτὴν,αὐτὴν,αὐτὴν,αὐτὴν,ὴν,α,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ὁδόν,(),False,xx̓xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
ὁδόν,ὁδόν,ὁδός,ὁδόν,όν,ο,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,διαυλοδρομοῦσα,(),False,x̔xx́x,False,False,False,False,Acc,Fem,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἡμέραις,(),False,",",False,True,False,False,,,,,,,,,
ἀπὸ,ἀπὸ,ἀπὸ,ἀπὸ,πὸ,α,-20.0,ADP,r--------,,case,0.0,ἡμέραις,(),False,x̓xx̀,False,False,False,False,,,,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ἡμέραις,(),False,xx̀x,False,False,False,False,,,,,,,,,
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,πλησιφαοῦς,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
πλησιφαοῦς,πλησιφαοῦς,πλησιφαοῦς,πλησιφαοῦς,ῦς,π,-20.0,NOUN,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,dep,0.0,ἡμέραις,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
ἐπὶ,ἐπὶ,ἐπὶ,ἐπὶ,πὶ,ε,-20.0,ADP,r--------,,case,0.0,διχότομον,(),False,x̓xx̀,False,False,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,διχότομον,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
διχότομον,διχότομον,διχότομος,διχότομον,μον,δ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,πλησιφαοῦς,(),False,xxxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἑπτὰ,ἑπτὰ,ἑπτὰ,ἑπτὰ,τὰ,ε,-20.0,NUM,m--------,,dep,0.0,ἡμέραις,(),False,x̔xxx̀,False,False,False,False,,,,,,,,,
πάλιν,πάλιν,πάλιν,πάλιν,λιν,π,-20.0,ADV,d--------,,advmod,0.0,ἡμέραις,(),False,xx́xxx,False,False,False,False,,,,,,,,,
ἡμέραις,ἡμέραις,ἡμέρα,ἡμέραις,αις,η,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,ὑποστρέφει,(),False,x̔xx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,εἶτε᾽,(),False,",",False,True,False,False,,,,,,,,,
εἶτε᾽,εἶτε᾽,εἶτε᾽,εἶτε᾽,τε᾽,ε,-20.0,PUNCT,V-,,obl,0.0,αὔξεται,(),False,xx̓͂xx᾽,False,False,False,False,,,,,,,,,
ἀπὸ,ἀπὸ,ἀπὸ,ἀπὸ,πὸ,α,-20.0,ADP,r--------,,case,0.0,ταύτης,(),False,x̓xx̀,False,False,False,False,,,,,,,,,
ταύτης,ταύτης,ταύτης,ταύτης,της,τ,-20.0,PRON,p-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,αὔξεται,(),False,xxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,
ἐπὶ,ἐπὶ,ἐπὶ,ἐπὶ,πὶ,ε,-20.0,ADP,r--------,,case,0.0,μηνοειδῆ,(),False,x̓xx̀,False,False,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,μηνοειδῆ,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
μηνοειδῆ,μηνοειδῆ,μηνοειδῆ,μηνοειδῆ,δῆ,μ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ταύτης,(),False,xxxx͂,False,False,False,False,Acc,Fem,Sing,,,,,,
ταῖς,ταῖς,ταῖς,ταῖς,ῖς,τ,-20.0,DET,l-p---fd-,Case=Dat|Gender=Fem|Number=Plur,det,0.0,ἴσαις,(),False,xxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,
ἴσαις,ἴσαις,ἴσος,ἴσαις,αις,ι,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,advmod,0.0,μηνοειδῆ,(),False,x̓́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,αὔξεται,(),False,·,False,True,False,False,,,,,,,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,ὧν,(),False,x̓x,False,False,False,False,,,,,,,,,
ὧν,ὧν,ὧν,ὧν,̔͂ν,ω,-20.0,PRON,p-p---fg-,Case=Gen|Gender=Fem|Number=Plur,obl,0.0,συμπεπλήρωται,(),False,x̔͂x,False,False,False,False,Gen,Fem,Plur,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,ἀριθμὸς,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,
λεχθεὶς,λεχθεὶς,λεχθεὶς,λεχθεὶς,ὶς,λ,-20.0,VERB,v-sappmn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,nmod,0.0,ἀριθμὸς,(),False,xxxx̀x,False,False,False,False,Nom,Masc,Sing,Past,Part,Pass,,,
ἀριθμὸς,ἀριθμὸς,ἀριθμὸς,ἀριθμὸς,ὸς,α,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,συμπεπλήρωται,(),False,x̓xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,,
συμπεπλήρωται,συμπεπλήρωται,συμπεπλήρωται,συμπεπλήρωται,ται,σ,-20.0,VERB,v3srie---,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Mid,ROOT,0.0,συμπεπλήρωται,(),False,xxxx́xxxx,False,False,False,False,,,Sing,Past,Fin,Mid,Ind,3,Perf
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,συμπεπλήρωται,(),False,.,False,True,False,False,,,,,,,,,
