orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice,Degree
κοσμοποιίαν,κοσμοποιίαν,κοσμοποιία,κοσμοποιίαν,́αν,κ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,περιέχουσα,(),False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,,
περιέχουσα,περιέχουσα,περιέχω,περιέχουσα,υσα,π,-20.0,VERB,v-sppafn-,Case=Nom|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,ROOT,0.0,περιέχουσα,(),False,xxxx́xxxx,False,False,False,False,Nom,Fem,Sing,,,,Pres,Part,Act,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,συνᾴδοντος,(),False,",",False,True,False,False,,,,,,,,,,
ὡς,ὡς,ὡς,ὡς,ὡς,ω,-20.0,ADV,d--------,,advmod,0.0,συνᾴδοντος,(),False,x̔x,False,False,False,False,,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,νόμῳ,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,κόσμου,(),False,xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,,
κόσμου,κόσμου,κόσμος,κόσμου,μου,κ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,case,0.0,νόμῳ,(),False,xx́xxxx,False,False,False,False,Gen,Masc,Sing,,,,,,,
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,νόμῳ,(),False,xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,,,
νόμῳ,νόμῳ,νόμῳ,νόμῳ,μῳ,ν,-20.0,NOUN,n-s---md-,Case=Dat|Gender=Masc|Number=Sing,obl,0.0,συνᾴδοντος,"(νόμου,)",False,xx́xxͅ,False,False,False,False,Dat,Masc,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,νόμῳ,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,νόμου,(),False,xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,,
νόμου,νόμου,νόμος,νόμου,μου,ν,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,conj,0.0,νόμῳ,"(νόμῳ,)",False,xx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,,,
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,κόσμῳ,(),False,xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,,,
κόσμῳ,κόσμῳ,κόσμῳ,κόσμῳ,μῳ,κ,-20.0,NOUN,n-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,νόμῳ,(),False,xx́xxxͅ,False,False,False,False,Dat,Masc,Sing,,,,,,,
συνᾴδοντος,συνᾴδοντος,συνᾴδω,συνᾴδοντος,τος,σ,-20.0,VERB,v-sppamg-,Case=Gen|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,περιέχουσα,"(ἀνδρὸς,)",False,xxxx́ͅxxxx,False,False,False,False,Gen,Masc,Sing,,,,Pres,Part,Act,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,συνᾴδοντος,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,ἀνδρὸς,(),False,xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,,
νομίμου,νομίμου,νομίμου,νομίμου,μου,ν,-20.0,ADJ,a-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,ἀνδρὸς,(),False,xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,,,
ἀνδρὸς,ἀνδρὸς,ἀνδρὸς,ἀνδρὸς,ὸς,α,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,conj,0.0,συνᾴδοντος,"(συνᾴδοντος,)",False,x̓xxxx̀x,False,False,False,False,Gen,Masc,Sing,,,,,,,
εὐθὺς,εὐθὺς,εὐθὺς,εὐθὺς,ὺς,ε,-20.0,ADV,d--------,,advmod,0.0,κοσμοπολίτου,(),False,xx̓xx̀x,False,False,False,False,,,,,,,,,,
ὄντος,ὄντος,ὄντος,ὄντος,τος,ο,-20.0,AUX,v-sppamg-,Case=Gen|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,cop,0.0,κοσμοπολίτου,(),False,x̓́xxxx,False,False,False,False,Gen,Masc,Sing,,,,Pres,Part,Act,
κοσμοπολίτου,κοσμοπολίτου,κοσμοπολίτης,κοσμοπολίτου,του,κ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,advcl,0.0,περιέχουσα,(),False,xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,βούλημα,(),False,xxx̀x,False,False,False,False,,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,βούλημα,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
βούλημα,βούλημα,βούλημα,βούλημα,ημα,β,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,ἀπευθύνοντος,(),False,xxx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,,
τῆς,τῆς,τῆ,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,φύσεως,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
φύσεως,φύσεως,φύσις,φύσεως,εως,φ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,βούλημα,(),False,xx́xxxx,False,False,False,False,Gen,Fem,Sing,,,,,,,
τὰς,τὰς,τὰς,τὰς,ὰς,τ,-20.0,DET,l-p---fa-,Case=Acc|Gender=Fem|Number=Plur,det,0.0,πράξεις,(),False,xx̀x,False,False,False,False,Acc,Fem,Plur,,,,,,,
πράξεις,πράξεις,πράξεις,πράξεις,εις,π,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,obj,0.0,ἀπευθύνοντος,(),False,xxx́xxxx,False,False,False,False,Acc,Fem,Plur,,,,,,,
ἀπευθύνοντος,ἀπευθύνοντος,ἀπευθύνω,ἀπευθύνοντος,τος,α,-20.0,VERB,v-sppamg-,Case=Gen|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,xcomp,0.0,κοσμοπολίτου,(),False,x̓xxxx́xxxx,False,False,False,False,Gen,Masc,Sing,,,,Pres,Part,Act,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,διοικεῖται,(),False,",",False,True,False,False,,,,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ἣν,(),False,xxxx̀,False,False,False,False,,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ἣν,(),False,’,False,True,False,False,,,,,,,,,,
ἣν,ἣν,ἣν,ἣν,̔̀ν,η,-20.0,PRON,p-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,διοικεῖται,(),False,x̔̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,κόσμος,(),False,xxx̀,False,False,False,False,,,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,κόσμος,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,,
σύμπας,σύμπας,σύμπας,σύμπας,πας,σ,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,κόσμος,(),False,xx́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,,,
κόσμος,κόσμος,κόσμος,κόσμος,μος,κ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,διοικεῖται,(),False,xx́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,,,
διοικεῖται,διοικεῖται,διοικεῖται,διοικεῖται,ται,δ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,acl,0.0,πράξεις,(),False,xxxx͂xxx,False,False,False,False,,,Sing,,Ind,3,Pres,Fin,Mid,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,περιέχουσα,(),False,.,False,True,False,False,,,,,,,,,,
