orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice
δώδεκα,δώδεκα,δώδεκα,δώδεκα,εκα,δ,-20.0,NUM,a--------,,conj,0.0,ὀκτὼ,"(ὀκτὼ,)",False,xx́xxxx,False,False,False,False,,,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,συνέστηκε,(),False,·,False,True,False,False,,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,ὀκτὼ,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ὀκτὼ,(),False,xx̀x,False,False,False,False,,,,,,,,,
ὀκτὼ,ὀκτὼ,ὀκτὼ,ὀκτὼ,τὼ,ο,-20.0,NUM,m--------,,ROOT,0.0,ὀκτὼ,(),False,x̓xxx̀,False,False,False,False,,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,λόγῳ,(),False,xxx̀x,False,False,False,False,,,,,,,,,
ἓκ,ἓκ,ἓκ,ἓκ,̔̀κ,ε,-20.0,ADP,r--------,,case,0.0,λόγῳ,(),False,x̔̀x,False,False,False,False,,,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,nmod,0.0,λόγῳ,(),False,x̓x,False,False,False,False,,,,,,,,,
ἐπιτρίτῳ,ἐπιτρίτῳ,ἐπιτρίτῳ,ἐπιτρίτῳ,τῳ,ε,-20.0,ADJ,a-s---md-,Case=Dat|Gender=Masc|Number=Sing,nmod,0.0,λόγῳ,(),False,x̓xxxx́xxͅ,False,False,False,False,Dat,Masc,Sing,,,,,,
λόγῳ,λόγῳ,λόγῳ,λόγῳ,γῳ,λ,-20.0,NOUN,n-s---md-,Case=Dat|Gender=Masc|Number=Sing,obl,0.0,ὀκτὼ,(),False,xx́xxͅ,False,False,False,False,Dat,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἁρμονία,(),False,",",False,True,False,False,,,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ὃν,(),False,xxxx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ὃν,(),False,’,False,True,False,False,,,,,,,,,
ὃν,ὃν,ὃν,ὃν,̔̀ν,ο,-20.0,PRON,p-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,ἁρμονία,(),False,x̔̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,det,0.0,ἁρμονία,(),False,x̔,False,False,False,False,Nom,Fem,Sing,,,,,,
διὰ,διὰ,διὰ,διὰ,ιὰ,δ,-20.0,ADP,r--------,,case,0.0,τεττάρων,(),False,xxx̀,False,False,False,False,,,,,,,,,
τεττάρων,τεττάρων,τεσσάρων,τεττάρων,ρων,τ,-20.0,ADJ,n-p---mg-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,ἁρμονία,(),False,xxxx́xxx,False,False,False,False,Gen,Masc,Plur,,,,,,
ἁρμονία,ἁρμονία,ἁρμονία,ἁρμονία,ία,α,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,appos,0.0,ὀκτὼ,(),False,x̔xxxx́x,False,False,False,False,Nom,Fem,Sing,,,,,,
ἐστί,ἐστί,ἐστί,ἐστί,τί,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,ἁρμονία,(),False,x̓xxx́,False,False,False,False,,,Sing,,Ind,3,Pres,Fin,Act
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ὀκτὼ,(),False,·,False,True,False,False,,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,ἐννέα,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἐννέα,(),False,xx̀,False,False,False,False,,,,,,,,,
ἐννέα,ἐννέα,ἐννέα,ἐννέα,έα,ε,-20.0,NUM,m--------,,ROOT,0.0,ἐννέα,(),False,x̓xxx́x,False,False,False,False,,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,ἡμιολίῳ,(),False,xxx̀x,False,False,False,False,,,,,,,,,
ἓκ,ἓκ,ἓκ,ἓκ,̔̀κ,ε,-20.0,ADP,r--------,,case,0.0,ἡμιολίῳ,(),False,x̔̀x,False,False,False,False,,,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,nmod,0.0,ἡμιολίῳ,(),False,x̓x,False,False,False,False,,,,,,,,,
ἡμιολίῳ,ἡμιολίῳ,ἡμιολίῳ,ἡμιολίῳ,́ῳ,η,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,obl,0.0,ἐννέα,(),False,x̔xxxx́xͅ,False,False,False,False,Dat,Neut,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὃν,(),False,",",False,True,False,False,,,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ὃν,(),False,xxxx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ὃν,(),False,’,False,True,False,False,,,,,,,,,
ὃν,ὃν,ὃν,ὃν,̔̀ν,ο,-20.0,PRON,p-s---ma-,Case=Acc|Gender=Masc|Number=Sing,dep,0.0,ἐννέα,(),False,x̔̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,cop,0.0,πέντε,(),False,x̔,False,False,False,False,Nom,Fem,Sing,,,,,,
διὰ,διὰ,διὰ,διὰ,ιὰ,δ,-20.0,ADP,r--------,,case,0.0,πέντε,(),False,xxx̀,False,False,False,False,,,,,,,,,
πέντε,πέντε,πέντε,πέντε,ντε,π,-20.0,NUM,a--------,,nmod,0.0,ὃν,(),False,xx́xxx,False,False,False,False,,,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἐννέα,(),False,·,False,True,False,False,,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,δώδεκα,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,δώδεκα,(),False,xx̀,False,False,False,False,,,,,,,,,
δώδεκα,δώδεκα,δώδεκα,δώδεκα,εκα,δ,-20.0,NUM,m--------,,ROOT,0.0,δώδεκα,(),False,xx́xxxx,False,False,False,False,,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,ἓκ,(),False,xxx̀x,False,False,False,False,,,,,,,,,
ἓκ,ἓκ,ἓκ,ἓκ,̔̀κ,ε,-20.0,ADP,r--------,,case,0.0,ἐν,(),False,x̔̀x,False,False,False,False,,,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,nmod,0.0,δώδεκα,(),False,x̓x,False,False,False,False,Acc,Neut,Sing,,,,,,
διπλασίονι,διπλασίονι,διπλασίων,διπλασίονι,ονι,δ,-20.0,ADJ,a-s---ndc,Case=Dat|Gender=Neut|Number=Sing,advmod,0.0,ἐν,(),False,xxxx́xxx,False,False,False,False,Dat,Neut,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,πασῶν,(),False,",",False,True,False,False,,,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ὃν,(),False,xxxx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ὃν,(),False,’,False,True,False,False,,,,,,,,,
ὃν,ὃν,ὃν,ὃν,̔̀ν,ο,-20.0,PRON,p-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obl,0.0,πασῶν,(),False,x̔̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,cop,0.0,πασῶν,(),False,x̔,False,False,False,False,Nom,Fem,Sing,,,,,,
διὰ,διὰ,διὰ,διὰ,ιὰ,δ,-20.0,ADP,r--------,,case,0.0,πασῶν,(),False,xxx̀,False,False,False,False,,,,,,,,,
πασῶν,πασῶν,πασῶν,πασῶν,ῶν,π,-20.0,ADJ,a-p---fg-,Case=Gen|Gender=Fem|Number=Plur,amod,0.0,ἐν,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Plur,,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,δώδεκα,(),False,.,False,True,False,False,,,,,,,,,
