orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
εἰ,εἰ,εἰ,εἰ,εἰ,ε,-20.0,SCONJ,c--------,,mark,0.0,ἐθελήσειε,(),False,xx̓,False,False,False,False,,,,,,,,
δέ,δέ,δέ,δέ,δέ,δ,-20.0,ADV,d--------,,advmod,0.0,εἴποι,(),False,xx́,False,False,False,False,,,,,,,,
τις,τις,τις,τις,τις,τ,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἐθελήσειε,(),True,xxx,True,False,False,False,Nom,Masc,Sing,,,,,
ἐθελήσειε,ἐθελήσειε,ἐθελήω,ἐθελήσειε,ειε,ε,-20.0,VERB,v3saoa---,Mood=Opt|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,advcl,0.0,εἴποι,(),False,x̓xxxx́xxxx,False,False,False,False,,,Sing,Opt,3,Past,Fin,Act
γυμνοτέροις,γυμνοτέροις,γυμνοτέροις,γυμνοτέροις,οις,γ,-20.0,ADJ,a-p---nd-,Case=Dat|Gender=Neut|Number=Plur,nmod,0.0,ὀνόμασιν,(),False,xxxx́xxxx,False,False,False,False,Dat,Neut,Plur,,,,,
χρήσασθαι,χρήσασθαι,χρήσασθαι,χρήσασθαι,θαι,χ,-20.0,VERB,v--anm---,Tense=Past|VerbForm=Inf|Voice=Mid,xcomp,0.0,ἐθελήσειε,(),False,xxx́xxxx,False,False,False,False,,,,,,Past,Inf,Mid
τοῖς,τοῖς,τοῖς,τοῖς,ῖς,τ,-20.0,DET,l-p---nd-,Case=Dat|Gender=Neut|Number=Plur,det,0.0,ὀνόμασιν,(),False,xxx͂x,False,False,False,False,Dat,Neut,Plur,,,,,
ὀνόμασιν,ὀνόμασιν,ὀνόμα,ὀνόμασιν,σιν,ο,-20.0,NOUN,n-p---nd-,Case=Dat|Gender=Neut|Number=Plur,obj,0.0,χρήσασθαι,(),False,x̓xx́xxxx,False,False,False,False,Dat,Neut,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐθελήσειε,(),False,",",False,True,False,False,,,,,,,,
οὐδὲν,οὐδὲν,οὐδὲν,οὐδὲν,ὲν,ο,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,εἴποι,(),False,xx̓xx̀x,False,False,False,False,Acc,Neut,Sing,,,,,
ἂν,ἂν,ἂν,ἂν,̓̀ν,α,-20.0,ADV,d--------,,advmod,0.0,εἴποι,(),False,x̓̀x,False,False,False,False,,,,,,,,
ἕτερον,ἕτερον,ἕτερος,ἕτερον,ρον,ε,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,amod,0.0,οὐδὲν,(),False,x̔́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,
εἴποι,εἴποι,εἴποι,εἴποι,ποι,ε,-20.0,VERB,v3saoa---,Mood=Opt|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,εἴποι,(),False,xx̓́xxx,False,False,False,False,,,Sing,Opt,3,Past,Fin,Act
τὸν,τὸν,τὸς,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,κόσμον,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,
νοητὸν,νοητὸν,νοητὸς,νοητὸν,ὸν,ν,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,κόσμον,(),False,xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,
κόσμον,κόσμον,κόσμος,κόσμον,μον,κ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nsubj,0.0,εἴποι,(),False,xx́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,
εἶναι,εἶναι,εἶναι,εἶναι,ναι,ε,-20.0,AUX,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,cop,0.0,εἴποι,(),False,xx̓͂xxx,False,False,False,False,,,,,,Pres,Inf,Act
ἢ,ἢ,ἢ,ἢ,ἢ,η,-20.0,CCONJ,c--------,,dep,0.0,εἴποι,(),False,x̓̀,False,False,False,False,,,,,,,,
θεοῦ,θεοῦ,θεοῦ,θεοῦ,οῦ,θ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,λόγον,(),False,xxxx͂,False,False,False,False,Gen,Masc,Sing,,,,,
λόγον,λόγον,λόγος,λόγον,γον,λ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,dep,0.0,εἴποι,(),False,xx́xxx,False,False,False,False,Acc,Masc,Sing,,,,,
ἤδη,ἤδη,ἤδη,ἤδη,́δη,η,-20.0,ADV,d--------,,advmod,0.0,κοσμοποιοῦντος,(),False,x̓́xx,False,False,False,False,,,,,,,,
κοσμοποιοῦντος,κοσμοποιοῦντος,κοσμοποιοῦντος,κοσμοποιοῦντος,τος,κ,-20.0,VERB,v-sppamg-,Case=Gen|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,nmod,0.0,λόγον,(),False,xxxx͂xxxx,False,False,False,False,Gen,Masc,Sing,,,Pres,Part,Act
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,εἴποι,(),False,·,False,True,False,False,,,,,,,,
οὐδὲ,οὐδὲ,οὐδὲ,οὐδὲ,δὲ,ο,-20.0,ADV,d--------,,advmod,0.0,ἕτερόν,(),False,xx̓xx̀,False,False,False,False,,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,ἕτερόν,(),False,xx̀x,False,False,False,False,,,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,det,0.0,πόλις,(),False,x̔,False,False,False,False,Nom,Fem,Sing,,,,,
νοητὴ,νοητὴ,νοητὴ,νοητὴ,τὴ,ν,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nmod,0.0,πόλις,(),False,xxxx̀,False,False,False,False,Nom,Fem,Sing,,,,,
πόλις,πόλις,πόλις,πόλις,λις,π,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,ἕτερόν,(),False,xx́xxx,False,False,False,False,Nom,Fem,Sing,,,,,
ἕτερόν,ἕτερόν,ἕτερός,ἕτερόν,όν,ε,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,obj,0.0,ἢ,(),False,x̔́xxxx́x,False,False,False,False,Nom,Neut,Sing,,,,,
τί,τί,τίς,τί,τί,τ,-20.0,PRON,p-s---nn-,Case=Nom|Gender=Neut|Number=Sing,obl,0.0,ἕτερόν,(),False,xx́,False,False,False,False,Nom,Neut,Sing,,,,,
ἐστι,ἐστι,ἐστι,ἐστι,στι,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,ἕτερόν,(),False,x̓xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
ἢ,ἢ,ἢ,ἢ,ἢ,η,-20.0,CCONJ,c--------,,mark,0.0,νοητὴν].,(),False,x̓̀,False,False,False,False,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,λογισμὸς,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,ἀρχιτέκτονος,(),False,xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,
ἀρχιτέκτονος,ἀρχιτέκτονος,ἀρχιτέκτων,ἀρχιτέκτονος,νος,α,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,λογισμὸς,(),False,x̓xxxx́xxxx,False,False,False,False,Gen,Masc,Sing,,,,,
λογισμὸς,λογισμὸς,λογισμὸς,λογισμὸς,ὸς,λ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἢ,(),False,xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,
ἤδη,ἤδη,ἤδη,ἤδη,́δη,η,-20.0,ADV,d--------,,advmod,0.0,ἢ,(),False,x̓́xx,False,False,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,νοητὴν].,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
[,[,[,[,[,[,-20.0,PUNCT,u--------,,punct,0.0,νοητὴν].,(),False,[,False,True,False,False,,,,,,,,
νοητὴν].,νοητὴν].,νοητὴν].,νοητὴν].,ν].,ν,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,ROOT,0.0,νοητὴν].,(),False,xxxx̀x].,False,False,False,False,Acc,Fem,Sing,,,,,
