orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
εἴη,εἴη,εἴη,εἴη,̓́η,ε,-20.0,AUX,v3spoa---,Mood=Opt|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,γενητός,(),False,xx̓́x,False,False,False,False,,,Sing,Opt,3,Pres,Fin,Act
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,γενητός,(),False,xxx̀,False,False,False,False,,,,,,,,
γενητός,γενητός,γενητός,γενητός,ός,γ,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,ROOT,0.0,γενητός,(),False,xxxx́x,False,False,False,False,Nom,Masc,Sing,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,γενητός,(),False,·,False,True,False,False,,,,,,,,
ὅθεν,ὅθεν,ὅθεν,ὅθεν,θεν,ο,-20.0,ADV,d--------,,advmod,0.0,ἀνέγραψεν,(),False,x̔́xxx,False,False,False,False,,,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,σκοποῦ,(),False,xx̓,False,False,False,False,,,,,,,,
ἀπὸ,ἀπὸ,ἀπὸ,ἀπὸ,πὸ,α,-20.0,ADP,r--------,,case,0.0,σκοποῦ,(),False,x̓xx̀,False,False,False,False,,,,,,,,
σκοποῦ,σκοποῦ,σκοποῦ,σκοποῦ,οῦ,σ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,obl,0.0,ἀνέγραψεν,(),False,xxxx͂,False,False,False,False,Gen,Masc,Sing,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,γένεσιν,(),False,xxx̀,False,False,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,γένεσιν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
γένεσιν,γένεσιν,γένεσις,γένεσιν,σιν,γ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,ἀνέγραψεν,(),False,xx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,
ἀνέγραψεν,ἀνέγραψεν,ἀνέγραψεν,ἀνέγραψεν,ψεν,α,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἀνέγραψεν,(),False,x̓xx́xxxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Act
αὐτοῦ,αὐτοῦ,αὐτοῦ,αὐτοῦ,οῦ,α,-20.0,PRON,p-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,γένεσιν,(),False,xx̓xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,
μάλα,μάλα,μάλα,μάλα,́λα,μ,-20.0,ADV,d--------,,advmod,0.0,σεμνῶς,(),False,xx́xx,False,False,False,False,,,,,,,,
σεμνῶς,σεμνῶς,σεμνῶς,σεμνῶς,ῶς,σ,-20.0,ADV,d--------,,advmod,0.0,θεολογήσας,(),False,xxxx͂x,False,False,False,False,,,,,,,,
θεολογήσας,θεολογήσας,θεολογήσας,θεολογήσας,σας,θ,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,ἀνέγραψεν,(),False,xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἀνέγραψεν,(),False,.,False,True,False,False,,,,,,,,
