orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,ὕλη,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ἄψυχος,(),False,xx̀x,False,False,False,False,,,,,,,,,
γάρ,γάρ,γάρ,γάρ,άρ,γ,-20.0,ADV,d--------,,advmod,0.0,ἄψυχος,(),False,xx́x,False,False,False,False,,,,,,,,,
ἐστι,ἐστι,ἐστι,ἐστι,στι,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,ἄψυχος,(),False,x̓xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act,
ἄψυχος,ἄψυχος,ἄψυχος,ἄψυχος,χος,α,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,ROOT,0.0,ἄψυχος,"(ἡβώντων, φερόντων, βλαστανόντων)",False,x̓́xxxx,False,False,False,False,Nom,Fem,Sing,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,det,0.0,ὕλη,(),False,x̔,False,False,False,False,Nom,Fem,Sing,,,,,,
ὕλη,ὕλη,ὕλη,ὕλη,́λη,υ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,ἄψυχος,(),False,x̔́xx,False,False,False,False,Nom,Fem,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,δένδρων,(),False,",",False,True,False,False,,,,,,,,,
παντοίων,παντοίων,παντοίων,παντοίων,́ων,π,-20.0,ADJ,a-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,δένδρων,(),False,xxxx́xx,False,False,False,False,Gen,Neut,Plur,,,,,,
δένδρων,δένδρων,δένδρον,δένδρων,ρων,δ,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,dep,0.0,ἄψυχος,(),False,xx́xxxx,False,False,False,False,Gen,Neut,Plur,,,,,,
κατάπλεως,κατάπλεως,κατάπλεως,κατάπλεως,εως,κ,-20.0,ADV,d--------,,advmod,0.0,ἄψυχος,(),False,xxxx́xxxx,False,False,False,False,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἡδονήν,(),False,",",False,True,False,False,,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,ἡδονήν,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,τῶν,(),False,xx̀x,False,False,False,False,,,,,,,,,
ἀειθαλῶν,ἀειθαλῶν,ἀειθαλῶν,ἀειθαλῶν,ῶν,α,-20.0,ADJ,a-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,ἡδονήν,(),False,x̓xxxx͂x,False,False,False,False,Gen,Neut,Plur,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,ὄψεως,(),False,xxx̀x,False,False,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,ὄψεως,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
ὄψεως,ὄψεως,ὄψεως,ὄψεως,εως,ο,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἡδονήν,(),False,x̓́xxxx,False,False,False,False,Gen,Fem,Sing,,,,,,
ἀδιάστατον,ἀδιάστατον,ἀδιάστατος,ἀδιάστατον,τον,α,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,amod,0.0,ἡδονήν,(),False,x̓xxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἡδονήν,ἡδονήν,ἡδονή,ἡδονήν,ήν,η,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἄψυχος,(),False,x̔xxxx́x,False,False,False,False,Acc,Fem,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τῶν,(),False,",",False,True,False,False,,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,ὕλη,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,ἄψυχος,(),False,xx̀,False,False,False,False,,,,,,,,,
ταῖς,ταῖς,ταῖς,ταῖς,ῖς,τ,-20.0,DET,l-p---fd-,Case=Dat|Gender=Fem|Number=Plur,det,0.0,ὥραις,(),False,xxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,
ἐαριναῖς,ἐαριναῖς,ἐαριναῖς,ἐαριναῖς,ῖς,ε,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,nmod,0.0,ὥραις,(),False,x̓xxxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,
ὥραις,ὥραις,ὥρα,ὥραις,αις,ω,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,ἡβώντων,(),False,x̔́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,
ἡβώντων,ἡβώντων,ἡβώντων,ἡβώντων,των,η,-20.0,VERB,v-pppamg-,Case=Gen|Gender=Masc|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act,conj,0.0,ἄψυχος,"(ἄψυχος, φερόντων, βλαστανόντων)",False,x̔xx́xxxx,False,False,False,False,Gen,Masc,Plur,,,Pres,Part,Act,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἡβώντων,(),False,xxx̀,False,False,False,False,,,,,,,,,
βλαστανόντων,βλαστανόντων,βλαστανόντων,βλαστανόντων,των,β,-20.0,VERB,v-papamg-,Case=Gen|Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part|Voice=Act,conj,0.0,ἡβώντων,"(ἄψυχος, ἡβώντων, φερόντων)",False,xxxx́xxxx,False,False,False,False,Gen,Masc,Plur,,,Past,Part,Act,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,καὶ,(),False,",",False,True,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἄψυχος,(),False,xxx̀,False,False,False,False,,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,φερόντων,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,φερόντων,(),False,xx̀x,False,False,False,False,,,,,,,,,
ἥμερον,ἥμερον,ἥμερος,ἥμερον,ρον,η,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,καρπὸν,(),False,x̔́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,
καρπὸν,καρπὸν,καρπὸς,καρπὸν,ὸν,κ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,φερόντων,(),False,xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ἀνθρώποις,ἀνθρώποις,ἀνθρώποις,ἀνθρώποις,οις,α,-20.0,NOUN,n-p---md-,Case=Dat|Gender=Masc|Number=Plur,iobj,0.0,φερόντων,(),False,x̓xxxx́xxxx,False,False,False,False,Dat,Masc,Plur,,,,,,
φερόντων,φερόντων,φερόντων,φερόντων,των,φ,-20.0,VERB,v-pppamg-,Case=Gen|Gender=Masc|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act,conj,0.0,ἄψυχος,"(ἄψυχος, ἡβώντων, βλαστανόντων)",False,xxxx́xxxx,False,False,False,False,Gen,Masc,Plur,,,Pres,Part,Act,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,φερόντων,(),False,",",False,True,False,False,,,,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,τροφῆς,(),False,xx̓,False,False,False,False,,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,χρῆσιν,(),False,xxx̀x,False,False,False,False,,,,,,,,,
ἀναγκαίαν,ἀναγκαίαν,ἀναγκαίαν,ἀναγκαίαν,́αν,α,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,amod,0.0,χρῆσιν,(),False,x̓xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,
μόνον,μόνον,μόνος,μόνον,νον,μ,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,advmod,0.0,ἀναγκαίαν,(),False,xx́xxx,False,False,False,False,Acc,Neut,Sing,,,,,,
χρῆσιν,χρῆσιν,χρῆσις,χρῆσιν,σιν,χ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ὅμοιον,"(ἀπόλαυσιν,)",False,xxx͂xxx,False,False,False,False,Acc,Fem,Sing,,,,,,
τροφῆς,τροφῆς,τροφῆς,τροφῆς,ῆς,τ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,χρῆσιν,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
ἀλλὰ,ἀλλὰ,ἀλλὰ,ἀλλὰ,λὰ,α,-20.0,CCONJ,c--------,,cc,0.0,χρῆσιν,(),False,x̓xxx̀,False,False,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,ἀπόλαυσιν,(),False,xxx̀,False,False,False,False,,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,ἀπόλαυσιν,(),False,xxx̀x,False,False,False,False,,,,,,,,,
περιττὴν,περιττὴν,περιττὴν,περιττὴν,ὴν,π,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ἀπόλαυσιν,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
ἀπόλαυσιν,ἀπόλαυσιν,ἀπόλαυσις,ἀπόλαυσιν,σιν,α,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,χρῆσιν,"(χρῆσιν,)",False,x̓xx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἁβροδιαίτου,ἁβροδιαίτου,ἁβροδιαίτου,ἁβροδιαίτου,του,α,-20.0,ADJ,a-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,βίου,(),False,x̔xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,,
βίου,βίου,βίος,βίου,́ου,β,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,ἀπόλαυσιν,(),False,xx́xx,False,False,False,False,Gen,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τῶν,(),False,",",False,True,False,False,,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,ἀπόλαυσιν,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,χρῆσιν,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,CCONJ,c--------,,advmod,0.0,ὅμοιον,(),False,’,False,True,False,False,,,,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,ὅμοιον,(),False,xx̓,False,False,False,False,,,,,,,,,
ὅμοιον,ὅμοιον,ὅμοιος,ὅμοιον,ιον,ο,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,advmod,0.0,ἄψυχος,(),False,x̔́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀπενεμήθη,(),False,",",False,True,False,False,,,,,,,,,
ὃς,ὃς,οσ̔̀ς,ὃς,̔̀ς,ο,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἀπενεμήθη,(),False,x̔̀x,False,False,False,False,Nom,Masc,Sing,,,,,,
