orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
παγκάλως,παγκάλως,παγκάλως,παγκάλως,λως,π,-20.0,ADV,d--------,,advmod,0.0,ἀνῆψε,(),False,xxxx́xxx,False,False,False,False,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἀνῆψε,(),False,xx̀,False,False,False,False,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,ἀνῆψε,(),False,xxx̀,False,False,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,θέσιν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
θέσιν,θέσιν,θέσις,θέσιν,σιν,θ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,ἀνῆψε,(),False,xx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,ὀνομάτων,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,
ὀνομάτων,ὀνομάτων,ὀνομάτων,ὀνομάτων,των,ο,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,θέσιν,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Neut,Plur,,,,,
ἀνῆψε,ἀνῆψε,ἀνῆψε,ἀνῆψε,͂ψε,α,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἀνῆψε,(),False,x̓xx͂xx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Act
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,πρώτῳ,(),False,xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,
πρώτῳ,πρώτῳ,πρώτῳ,πρώτῳ,τῳ,π,-20.0,ADJ,a-s---md-,Case=Dat|Gender=Masc|Number=Sing,obl,0.0,ἀνῆψε,(),False,xxx́xxͅ,False,False,False,False,Dat,Masc,Sing,,,,,
(,(,(,(,(,(,-20.0,PUNCT,u--------,,punct,0.0,γεν,(),False,(,False,True,False,False,,,,,,,,
γεν,γεν,γεν,γεν,γεν,γ,-20.0,X,x--------,,dep,0.0,ἀνῆψε,(),False,xxx,True,False,False,False,,,,,,,,
.,.,.,.,.,.,-20.0,PROPN,V-,,dep,0.0,ἀνῆψε,(),False,.,False,True,False,False,,,,,,,,
"2,190","2,190","2,190","2,190",190,2,-20.0,ADJ,a--------,,advmod,0.0,.,(),False,"d,ddd",False,False,False,False,,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,cc,0.0,πρώτῳ,(),False,·,False,True,False,False,,,,,,,,
