orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice
ὅτι,ὅτι,ὅτι,ὅτι,́τι,ο,-20.0,SCONJ,c--------,,mark,0.0,φανερόν,(),False,x̔́xx,False,False,False,False,,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,φανερόν,(),False,xx̀,False,False,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,ψυχὴν,(),False,xxx̀,False,False,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,ψυχὴν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
ψυχὴν,ψυχὴν,ψυχὴ,ψυχὴν,ὴν,ψ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἄριστος,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
ἄριστος,ἄριστος,ἄριστος,ἄριστος,τος,α,-20.0,ADJ,a-s---mns,Case=Nom|Gender=Masc|Number=Sing,ccomp,0.0,φανερόν,(),False,x̓́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,,
ἦν,ἦν,ἦν,ἦν,̓͂ν,η,-20.0,AUX,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,cop,0.0,ἄριστος,(),False,x̓͂x,False,False,False,False,,,Sing,Imp,Ind,3,Past,Fin,Act
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἄριστος,(),False,",",False,True,False,False,,,,,,,,,
φανερόν,φανερόν,φανερός,φανερόν,όν,φ,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,ROOT,0.0,φανερόν,(),False,xxxx́x,False,False,False,False,Nom,Neut,Sing,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,φανερόν,(),False,·,False,True,False,False,,,,,,,,,
οὐδενὶ,οὐδενὶ,οὐδενὶ,οὐδενὶ,νὶ,ο,-20.0,ADJ,a-s---nd-,Case=Dat|Gender=Neut|Number=Sing,nmod,0.0,χρήσασθαι,(),False,xx̓xxxx̀,False,False,False,False,Dat,Neut,Sing,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,ἔοικε,(),False,xx̀x,False,False,False,False,,,,,,,,,
ἑτέρῳ,ἑτέρῳ,ἑτέρῳ,ἑτέρῳ,ρῳ,ε,-20.0,ADJ,a-s---nd-,Case=Dat|Gender=Neut|Number=Sing,nmod,0.0,παραδείγματι,(),False,x̔xx́xxͅ,False,False,False,False,Dat,Neut,Sing,,,,,,
παραδείγματι,παραδείγματι,παραδείγματι,παραδείγματι,ατι,π,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,obl,0.0,ἔοικε,(),False,xxxx́xxxx,False,False,False,False,Dat,Neut,Sing,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,γενέσει,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,γενέσει,(),False,x̓x,False,False,False,False,,,,,,,,,
γενέσει,γενέσει,γενέσος,γενέσει,σει,γ,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,nmod,0.0,παραδείγματι,(),False,xxxx́xxx,False,False,False,False,Dat,Neut,Sing,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,κατασκευὴν,(),False,xxx̀x,False,False,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,κατασκευὴν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
κατασκευὴν,κατασκευὴν,κατασκευὴν,κατασκευὴν,ὴν,κ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἔοικε,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
αὐτῆς,αὐτῆς,αὐτῆς,αὐτῆς,ῆς,α,-20.0,PRON,p-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,κατασκευὴν,(),False,xx̓xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
ἔοικε,ἔοικε,ἔοικα,ἔοικε,ικε,ε,-20.0,VERB,v3sria---,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἔοικε,(),False,x̓́xxxx,False,False,False,False,,,Sing,Perf,Ind,3,Past,Fin,Act
χρήσασθαι,χρήσασθαι,χρήσασθαι,χρήσασθαι,θαι,χ,-20.0,VERB,v--anm---,Tense=Past|VerbForm=Inf|Voice=Mid,xcomp,0.0,ἔοικε,(),False,xxx́xxxx,False,False,False,False,,,,,,,Past,Inf,Mid
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,μόνῳ,(),False,",",False,True,False,False,,,,,,,,,
μόνῳ,μόνῳ,μόνῳ,μόνῳ,νῳ,μ,-20.0,ADJ,a-s---md-,Case=Dat|Gender=Masc|Number=Sing,dep,0.0,ἔοικε,(),False,xx́xxͅ,False,False,False,False,Dat,Masc,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,χρήσασθαι,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,CCONJ,c--------,,advmod,0.0,ἔοικε,(),False,’,False,True,False,False,,,,,,,,,
ὡς,ὡς,ὡς,ὡς,ὡς,ω,-20.0,SCONJ,c--------,,advmod,0.0,εἶπον,(),False,x̔x,False,False,False,False,,,,,,,,,
εἶπον,εἶπον,εἶπον,εἶπον,πον,ε,-20.0,VERB,v1saia---,Mood=Ind|Number=Sing|Person=1|Tense=Past|VerbForm=Fin|Voice=Act,dep,0.0,ἔοικε,(),False,xx̓͂xxx,False,False,False,False,,,Sing,,Ind,1,Past,Fin,Act
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,λόγῳ.,(),False,xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,,
ἑαυτοῦ,ἑαυτοῦ,ἑαυτοῦ,ἑαυτοῦ,οῦ,ε,-20.0,PRON,p-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,λόγῳ.,(),False,x̔xxxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,
λόγῳ.,λόγῳ.,λόγῳ.,λόγῳ.,ῳ.,λ,-20.0,PUNCT,u--------,,punct,0.0,ἔοικε,(),False,xx́xxͅ.,False,False,False,False,,,,,,,,,
