orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
ἐπεὶ,ἐπεὶ,ἐπεὶ,ἐπεὶ,εὶ,ε,-20.0,CCONJ,c--------,,mark,0.0,εἰπὼν,(),False,x̓xxx̀,False,False,False,False,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,προσεπεσημήνατο,(),False,xx̀,False,False,False,False,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,mark,0.0,ἀνόμοιοι,(),False,’,False,True,False,False,,,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,σύμπασα,(),False,xx̓,False,False,False,False,,,,,,,,
σύμπασα,σύμπασα,σύμπας,σύμπασα,ασα,σ,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,dep,0.0,εἰκὼν,(),False,xx́xxxx,False,False,False,False,Nom,Fem,Sing,,,,,
εἰκὼν,εἰκὼν,εἰκὼ,εἰκὼν,ὼν,ε,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,ἀνόμοιοι,(),False,xx̓xx̀x,False,False,False,False,Nom,Fem,Sing,,,,,
ἐμφερὴς,ἐμφερὴς,ἐμφερὴς,ἐμφερὴς,ὴς,ε,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,amod,0.0,εἰκὼν,(),False,x̓xxxx̀x,False,False,False,False,Nom,Fem,Sing,,,,,
ἀρχετύπῳ,ἀρχετύπῳ,ἀρχετύπῳ,ἀρχετύπῳ,πῳ,α,-20.0,ADJ,A-,Case=Dat|Gender=Neut|Number=Sing,nmod,0.0,παραδείγματι,(),False,x̓xxxx́xxͅ,False,False,False,False,Dat,Neut,Sing,,,,,
παραδείγματι,παραδείγματι,παραδείγματι,παραδείγματι,ατι,π,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,obl,0.0,ἐμφερὴς,(),False,xxxx́xxxx,False,False,False,False,Dat,Neut,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,πολλαὶ,(),False,",",False,True,False,False,,,,,,,,
πολλαὶ,πολλαὶ,πολλαὶ,πολλαὶ,αὶ,π,-20.0,ADJ,a-p---fn-,Case=Nom|Gender=Fem|Number=Plur,dep,0.0,εἰκὼν,(),False,xxxx̀,False,False,False,False,Nom,Fem,Plur,,,,,
