orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,Df,,advmod,0.0,πολλαὶ,(),False,xx̀,False,False,False,False,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,Df,,advmod,0.0,ἀνόμοιοι,(),False,’,False,True,False,False,,,,,,,,
εἰσὶ,εἰσὶ,εἰσὶ,εἰσὶ,σὶ,ε,-20.0,AUX,v3ppia---,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,ἀνόμοιοι,(),False,xx̓xx̀,False,False,False,False,,,Plur,Ind,3,Pres,Fin,Act
ἀνόμοιοι,ἀνόμοιοι,ἀνόμοιος,ἀνόμοιοι,ιοι,α,-20.0,ADJ,a-p---fn-,Case=Nom|Gender=Fem|Number=Plur,xcomp,0.0,εἰπὼν,(),False,x̓xx́xxxx,False,False,False,False,Nom,Fem,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀνόμοιοι,(),False,",",False,True,False,False,,,,,,,,
προσεπεσημήνατο,προσεπεσημήνατο,προσεπεσημήνατο,προσεπεσημήνατο,ατο,π,-20.0,VERB,V-,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Mid,ROOT,0.0,προσεπεσημήνατο,(),False,xxxx́xxxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Mid
εἰπὼν,εἰπὼν,εἰπὼν,εἰπὼν,ὼν,ε,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,προσεπεσημήνατο,(),False,xx̓xx̀x,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,ἔχοντος,(),False,xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,
κατά,κατά,κατά,κατά,τά,κ,-20.0,ADP,r--------,,case,0.0,εἰκόνα,(),False,xxxx́,False,False,False,False,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,εἰκόνα,(),False,’,False,True,False,False,,,,,,,,
εἰκόνα,εἰκόνα,εἰκόνα,εἰκόνα,́να,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,τῷ,(),False,xx̓xx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,ὁμοίωσιν,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ὁμοίωσιν,(),False,xxxx̀,False,False,False,False,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ὁμοίωσιν,(),False,’,False,True,False,False,,,,,,,,
ὁμοίωσιν,ὁμοίωσιν,ὁμοίωσις,ὁμοίωσιν,σιν,ο,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,εἰκόνα,(),False,x̔xxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,ἔμφασιν,(),False,xx̓x,False,False,False,False,,,,,,,,
ἔμφασιν,ἔμφασιν,ἔμφασις,ἔμφασιν,σιν,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ἐκμαγείου,(),False,x̓́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,
ἀκριβοῦς,ἀκριβοῦς,ἀκριβοῦς,ἀκριβοῦς,ῦς,α,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,ἐκμαγείου,(),False,x̓xxxx͂x,False,False,False,False,Gen,Neut,Sing,,,,,
ἐκμαγείου,ἐκμαγείου,ἐκμαγείου,ἐκμαγείου,́ου,ε,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obj,0.0,ἔχοντος,(),False,x̓xxxx́xx,False,False,False,False,Gen,Neut,Sing,,,,,
τρανὸν,τρανὸν,τρανὸς,τρανὸν,ὸν,τ,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,τύπον,(),False,xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,
τύπον,τύπον,τύπος,τύπον,πον,τ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἔχοντος,(),False,xx́xxx,False,False,False,False,Acc,Masc,Sing,,,,,
ἔχοντος,ἔχοντος,ἔχω,ἔχοντος,τος,ε,-20.0,VERB,v-sppang-,Case=Gen|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,ROOT,0.0,ἔχοντος,(),False,x̓́xxxx,False,False,False,False,Gen,Neut,Sing,,,Pres,Part,Act
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἔχοντος,(),False,.,False,True,False,False,,,,,,,,
