orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice,Degree
μὴ,μὴ,μὴ,μὴ,μὴ,μ,-20.0,ADV,d--------,,advmod,0.0,δηλῶσαι,(),False,xx̀,False,False,False,False,,,,,,,,,,
πάντα,πάντα,πάντα,πάντα,ντα,π,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,dep,0.0,δηλῶσαι,"(κυριώτατα,)",False,xx́xxx,False,False,False,False,Acc,Neut,Plur,,,,,,,
μηδὲ,μηδὲ,μηδὲ,μηδὲ,δὲ,μ,-20.0,CCONJ,c--------,,cc,0.0,πάντα,(),False,xxxx̀,False,False,False,False,,,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,κυριώτατα,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,,,
κυριώτατα,κυριώτατα,κυριώτατα,κυριώτατα,ατα,κ,-20.0,ADJ,a-p---nas,Case=Acc|Degree=Sup|Gender=Neut|Number=Plur,conj,0.0,πάντα,"(πάντα,)",False,xxxx́xxxx,False,False,False,False,Acc,Neut,Plur,,,,,,,Sup
οἷόν,οἷόν,οἷόνς,οἷόν,όν,ο,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,amod,0.0,πάντα,(),False,xx̔͂x́x,False,False,False,False,Nom,Neut,Sing,,,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,οἷόν,(),True,xx,True,False,False,False,,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,πάντα,(),False,",",False,True,False,False,,,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,dep,0.0,δηλῶσαι,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,,,
γοῦν,γοῦν,γοῦν,γοῦν,ῦν,γ,-20.0,ADV,d--------,,advmod,0.0,δηλῶσαι,(),False,xxx͂x,False,False,False,False,,,,,,,,,,
ταῖς,ταῖς,ταῖς,ταῖς,ῖς,τ,-20.0,DET,l-p---fd-,Case=Dat|Gender=Fem|Number=Plur,det,0.0,διανοίαις,(),False,xxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,,
ἡμετέραις,ἡμετέραις,ἡμετέραις,ἡμετέραις,αις,η,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,nmod,0.0,διανοίαις,(),False,x̔xxxx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,,
διανοίαις,διανοίαις,διανοία,διανοίαις,αις,δ,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,δηλῶσαι,(),False,xxxx́xxx,False,False,False,False,Dat,Fem,Plur,,,,,,,
ἐφικτὰ,ἐφικτὰ,ἐφικτὰ,ἐφικτὰ,τὰ,ε,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,δηλῶσαι,(),False,x̓xxxx̀,False,False,False,False,Acc,Neut,Plur,,,,,,,
δηλῶσαι,δηλῶσαι,δηλῶζω,δηλῶσαι,σαι,δ,-20.0,VERB,v--ana---,Aspect=Perf|Tense=Past|VerbForm=Inf|Voice=Act,advcl,0.0,ἐπιτολμητέον,(),False,xxxx͂xxx,False,False,False,False,,,,Perf,,,Past,Inf,Act,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἡσυχαστέον,(),False,.,False,True,False,False,,,,,,,,,,
