orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Aspect,Mood,Person,Degree
πλάττειν,πλάττειν,πλάττω,πλάττειν,ειν,π,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,xcomp,0.0,ἐθελῆσαι,(),False,xxx́xxxx,False,False,False,False,,,,Pres,Inf,Act,,,,
ἐθελῆσαι,ἐθελῆσαι,ἐθελῆσαι,ἐθελῆσαι,σαι,ε,-20.0,VERB,v--ana---,Tense=Past|VerbForm=Inf|Voice=Act,ccomp,0.0,ἔοικε,"(διακρίνας,)",False,x̓xxxx͂xxx,False,False,False,False,,,,Past,Inf,Act,,,,
μετὰ,μετὰ,μετὰ,μετὰ,τὰ,μ,-20.0,ADP,r--------,,case,0.0,σπουδῆς,(),False,xxxx̀,False,False,False,False,,,,,,,,,,
τῆς,τῆς,τῆ,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,σπουδῆς,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
ἀνωτάτω,ἀνωτάτω,ἀνωτάτων,ἀνωτάτω,́τω,α,-20.0,ADV,d--------,,nmod,0.0,σπουδῆς,(),False,x̓xxxx́xx,False,False,False,False,,,,,,,,,,
σπουδῆς,σπουδῆς,σπουδῆ,σπουδῆς,ῆς,σ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ἐθελῆσαι,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀλλὰ,(),False,",",False,True,False,False,,,,,,,,,,
ἀλλὰ,ἀλλὰ,ἀλλὰ,ἀλλὰ,λὰ,α,-20.0,CCONJ,c--------,,cc,0.0,ἐθελῆσαι,(),False,x̓xxx̀,False,False,False,False,,,,,,,,,,
διακρίνας,διακρίνας,διακρίνω,διακρίνας,νας,δ,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,conj,0.0,ἐθελῆσαι,"(ἐθελῆσαι,)",False,xxxx́xxx,False,False,False,False,Nom,Masc,Sing,Past,Part,Act,,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,ἁπάσης,(),False,x̓x,False,False,False,False,,,,,,,,,,
ἁπάσης,ἁπάσης,ἁπάσος,ἁπάσης,σης,α,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,διακρίνας,(),False,x̔xx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,βέλτιστον,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
βέλτιστον,βέλτιστον,βέλτιστος,βέλτιστον,τον,β,-20.0,ADJ,a-s---nas,Case=Acc|Degree=Sup|Gender=Neut|Number=Sing,obj,0.0,διακρίνας,(),False,xx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,,Sup
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,καθαρώτατον,(),False,",",False,True,False,False,,,,,,,,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,ὕλης,(),False,x̓x,False,False,False,False,,,,,,,,,,
καθαρᾶς,καθαρᾶς,καθαρᾶς,καθαρᾶς,ᾶς,κ,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ὕλης,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
ὕλης,ὕλης,ὕλης,ὕλης,λης,υ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,καθαρώτατον,(),False,x̔́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,καθαρώτατον,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
καθαρώτατον,καθαρώτατον,καθαρώτατον,καθαρώτατον,τον,κ,-20.0,ADJ,a-s---nas,Case=Acc|Degree=Sup|Gender=Neut|Number=Sing,obj,0.0,διακρίνας,"(διηθημένον,)",False,xxxx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,,Sup
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,καθαρώτατον,(),False,xxx̀,False,False,False,False,,,,,,,,,,
διηθημένον,διηθημένον,διηθημένον,διηθημένον,νον,δ,-20.0,VERB,v-srpena-,Aspect=Perf|Case=Acc|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid,conj,0.0,καθαρώτατον,"(καθαρώτατον,)",False,xxxx́xxx,False,False,False,False,Acc,Neut,Sing,Past,Part,Mid,Perf,,,
ἄκρως,ἄκρως,ἄκρως,ἄκρως,ρως,α,-20.0,ADV,d--------,,advmod,0.0,διηθημένον,(),False,x̓́xxxx,False,False,False,False,,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἥρμοζεν,(),False,",",False,True,False,False,,,,,,,,,,
ὃ,ὃ,ὃς,ὃ,ὃ,ο,-20.0,PRON,p-s---na-,Case=Acc|Gender=Neut|Number=Sing,nsubj,0.0,ἥρμοζεν,(),False,x̔̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,κατασκευὴν,(),False,xxx̀x,False,False,False,False,,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,κατασκευὴν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
κατασκευὴν,κατασκευὴν,κατασκευὴν,κατασκευὴν,ὴν,κ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,μάλιστα,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
μάλιστα,μάλιστα,μάλιστα,μάλιστα,στα,μ,-20.0,ADV,d--------,,advmod,0.0,ἥρμοζεν,(),False,xx́xxxx,False,False,False,False,,,,,,,,,,
ἥρμοζεν,ἥρμοζεν,ἥρμοζεν,ἥρμοζεν,ζεν,η,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ccomp,0.0,διακρίνας,(),False,x̔́xxxx,False,False,False,False,,,Sing,Past,Fin,Act,Imp,Ind,3,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἔοικε,(),False,·,False,True,False,False,,,,,,,,,,
οἶκος,οἶκος,οἶκος,οἶκος,κος,ο,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἐτεκταίνετο,"(νεὼς,)",False,xx̓͂xxx,False,False,False,False,Nom,Masc,Sing,,,,,,,
γάρ,γάρ,γάρ,γάρ,άρ,γ,-20.0,ADV,d--------,,advmod,0.0,ἐτεκταίνετο,(),False,xx́x,False,False,False,False,,,,,,,,,,
τις,τις,τὶς,τις,τις,τ,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,οἶκος,(),True,xxx,True,False,False,False,Nom,Masc,Sing,,,,,,,
ἢ,ἢ,ἢ,ἢ,ἢ,η,-20.0,CCONJ,c--------,,dep,0.0,ἐτεκταίνετο,(),False,x̓̀,False,False,False,False,,,,,,,,,,
νεὼς,νεὼς,νεὼς,νεὼς,ὼς,ν,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,conj,0.0,οἶκος,"(οἶκος,)",False,xxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,,,
ἱερὸς,ἱερὸς,ἱερὸς,ἱερὸς,ὸς,ι,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,νεὼς,(),False,x̔xxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,,,
ἐτεκταίνετο,ἐτεκταίνετο,ἐτεκταίνετο,ἐτεκταίνετο,ετο,ε,-20.0,VERB,v3siip---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Pass,ROOT,0.0,ἐτεκταίνετο,(),False,x̓xxxx́xxxx,False,False,False,False,,,Sing,Past,Fin,Pass,Imp,Ind,3,
ψυχῆς,ψυχῆς,ψυχῆς,ψυχῆς,ῆς,ψ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,θεοειδέστατον,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
λογικῆς,λογικῆς,λογικῆς,λογικῆς,ῆς,λ,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ψυχῆς,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,κῆς,(),False,",",False,True,False,False,,,,,,,,,,
κῆς,κῆς,πῆς,κῆς,ῆς,κ,-20.0,ADV,d--------,,dep,0.0,ἐτεκταίνετο,(),False,xx͂x,False,False,False,False,,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,κῆς,(),False,",",False,True,False,False,,,,,,,,,,
ἣν,ἣν,ἣν,ἣν,̔̀ν,η,-20.0,PRON,p-s---fa-,Case=Acc|Gender=Fem|Number=Sing,dep,0.0,ἔμελλε,(),False,x̔̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
ἔμελλε,ἔμελλε,ἔμελλε,ἔμελλε,λλε,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,acl,0.0,οἶκος,(),False,x̓́xxxx,False,False,False,False,,,Sing,Past,Fin,Act,Imp,Ind,3,
ἀγαλματοφορήσειν,ἀγαλματοφορήσειν,ἀγαλματοφορήω,ἀγαλματοφορήσειν,ειν,α,-20.0,VERB,v--fna---,Tense=Fut|VerbForm=Inf|Voice=Act,xcomp,0.0,ἔμελλε,(),False,x̓xxxx́xxxx,False,False,False,False,,,,Fut,Inf,Act,,,,
ἀγαλμάτων,ἀγαλμάτων,ἀγαλμάτων,ἀγαλμάτων,των,α,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,θεοειδέστατον,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Neut,Plur,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,θεοειδέστατον,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
θεοειδέστατον,θεοειδέστατον,θεοειδέσς,θεοειδέστατον,τον,θ,-20.0,ADJ,a-s---nas,Case=Acc|Degree=Sup|Gender=Neut|Number=Sing,obj,0.0,ἀγαλματοφορήσειν,(),False,xxxx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,,Sup
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἐτεκταίνετο,(),False,.,False,True,False,False,,,,,,,,,,
