orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,ἀνθρώπου,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
ἀνθρώπου,ἀνθρώπου,ἀνθρώπου,ἀνθρώπου,που,α,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ὑπεξῃρημένον,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἔχοι,(),False,·,False,True,False,False,,,,,,,,,
ἡγεμονίας,ἡγεμονίας,ἡγεμονία,ἡγεμονίας,́ας,η,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,ROOT,0.0,ἡγεμονίας,(),False,x̔xxxx́xx,False,False,False,False,Gen,Fem,Sing,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἡγεμονίας,(),False,·,False,True,False,False,,,,,,,,,
δείγματος,δείγματος,δείγμα,δείγματος,τος,δ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obl,0.0,ἀρκεῖ.,(),False,xxx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἀρκεῖ.,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,ἀρκεῖ.,(),False,’,False,True,False,False,,,,,,,,,
ἕνεκα,ἕνεκα,ἕνεκα,ἕνεκα,εκα,ε,-20.0,ADP,r--------,,case,0.0,’,(),False,x̔́xxxx,False,False,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,ῥηθέντα,(),False,xxx̀,False,False,False,False,,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---nn-,Case=Nom|Gender=Neut|Number=Plur,det,0.0,ῥηθέντα,(),False,xx̀,False,False,False,False,Nom,Neut,Plur,,,,,,
ῥηθέντα,ῥηθέντα,ῥηθέντα,ῥηθέντα,ντα,ρ,-20.0,VERB,v-pappna-,Case=Nom|Gender=Neut|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass,nsubj,0.0,ἀρκεῖ.,(),False,x̔xxx́xxx,False,False,False,False,Nom,Neut,Plur,,,Past,Part,Pass,
ἀρκεῖ.,ἀρκεῖ.,ἀρκεῖ.,ἀρκεῖ.,ῖ.,α,-20.0,PUNCT,u--------,,ROOT,0.0,ἀρκεῖ.,(),False,x̓xxxx͂.,False,False,False,False,,,,,,,,,
