orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
πολλὰ,πολλὰ,πολλὰ,πολλὰ,λὰ,π,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,nmod,0.0,μηδὲν,(),False,xxxx̀,False,False,False,False,Acc,Neut,Plur,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἔχοι,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,ἔχοι,(),False,’,False,True,False,False,,,,,,,,,
ἂν,ἂν,ἂν,ἂν,̓̀ν,α,-20.0,ADV,d--------,,advmod,0.0,ἔχοι,(),False,x̓̀x,False,False,False,False,,,,,,,,,
ἔχοι,ἔχοι,ἔχω,ἔχοι,χοι,ε,-20.0,VERB,v3spoa---,Mood=Opt|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,ἔχοι,(),False,x̓́xxx,False,False,False,False,,,Sing,Opt,3,Pres,Fin,Act,
τις,τις,τις,τις,τις,τ,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἔχοι,(),True,xxx,True,False,False,False,Nom,Masc,Sing,,,,,,
λέγειν,λέγειν,λέγω,λέγειν,ειν,λ,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,xcomp,0.0,ἔχοι,(),False,xx́xxxx,False,False,False,False,,,,,,Pres,Inf,Act,
ἕτερα,ἕτερα,ἕτερος,ἕτερα,ερα,ε,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,ἀπομηκύνειν,(),False,x̔́xxxx,False,False,False,False,Acc,Neut,Plur,,,,,,
βουλόμενος,βουλόμενος,βουλόμενος,βουλόμενος,νος,β,-20.0,VERB,v-sppemn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Mid,advcl,0.0,ἔχοι,(),False,xxxx́xxxx,False,False,False,False,Nom,Masc,Sing,,,Pres,Part,Mid,
ἀπομηκύνειν,ἀπομηκύνειν,ἀπομηκύνω,ἀπομηκύνειν,ειν,α,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,xcomp,0.0,βουλόμενος,(),False,x̓xxxx́xxxx,False,False,False,False,,,,,,Pres,Inf,Act,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,ἔνδειξιν,(),False,xx̓x,False,False,False,False,,,,,,,,,
ἔνδειξιν,ἔνδειξιν,ἔνδειξις,ἔνδειξιν,ξιν,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἔχοι,(),False,x̓́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,ἀπελευθεριάζειν,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
μηδὲν,μηδὲν,μηδὲν,μηδὲν,ὲν,μ,-20.0,PRON,p-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,ἀπελευθεριάζειν,(),False,xxxx̀x,False,False,False,False,Acc,Neut,Sing,,,,,,
ἀπελευθεριάζειν,ἀπελευθεριάζειν,ἀπελευθεριάζω,ἀπελευθεριάζειν,ειν,α,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,nmod,0.0,ἔνδειξιν,(),False,x̓xxxx́xxxx,False,False,False,False,,,,,,Pres,Inf,Act,
ὑπεξῃρημένον,ὑπεξῃρημένον,ὑπεξῃρημένον,ὑπεξῃρημένον,νον,υ,-20.0,VERB,v-srpena-,Aspect=Perf|Case=Acc|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid,nmod,0.0,μηδὲν,(),False,x̔xxxxͅxxxx́xxx,False,False,False,False,Acc,Neut,Sing,,,Past,Part,Mid,Perf
