orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Mood,Number,Person,Tense,VerbForm,Voice,Case,Gender,Aspect
φησὶ,φησὶ,φησὶ,φησὶ,σὶ,φ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,φησὶ,(),False,xxxx̀,False,False,False,False,Ind,Sing,3,Pres,Fin,Act,,,
οὖν,οὖν,οὖν,οὖν,̓͂ν,ο,-20.0,ADV,d--------,,advmod,0.0,φησὶ,(),False,xx̓͂x,False,False,False,False,,,,,,,,,
ὅτι,ὅτι,ὅτι,ὅτι,́τι,ο,-20.0,SCONJ,c--------,,mark,0.0,ἤγαγε,(),False,x̔́xx,False,False,False,False,,,,,,,,,
πάντα,πάντα,πάς,πάντα,ντα,π,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,nmod,0.0,ζῷα,(),False,xx́xxx,False,False,False,False,,Plur,,,,,Acc,Neut,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,ζῷα,(),False,xx̀,False,False,False,False,,Plur,,,,,Acc,Neut,
ζῷα,ζῷα,ζῷον,ζῷα,͂ͅα,ζ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,ἤγαγε,(),False,xx͂ͅx,False,False,False,False,,Plur,,,,,Acc,Neut,
ἤγαγε,ἤγαγε,ἤγαγε,ἤγαγε,αγε,η,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ccomp,0.0,φησὶ,"(ἀλλὰ᾽,)",False,x̓́xxxx,False,False,False,False,Ind,Sing,3,Past,Fin,Act,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,θεὸς,(),False,x̔,False,False,False,False,,Sing,,,,,Nom,Masc,
θεὸς,θεὸς,θεὸς,θεὸς,ὸς,θ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἤγαγε,(),False,xxx̀x,False,False,False,False,,Sing,,,,,Nom,Masc,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,ἀδάμ,(),False,xxx̀x,False,False,False,False,,,,,,,,,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,ἀδάμ,(),False,xx̀x,False,False,False,False,,Sing,,,,,Acc,Masc,
ἀδάμ,ἀδάμ,ἀδάμ,ἀδάμ,άμ,α,-20.0,PROPN,n-s---ma-,,obl,0.0,ἤγαγε,(),False,x̓xx́x,False,False,False,False,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,βουλόμενος,(),False,",",False,True,False,False,,,,,,,,,
ἰδεῖν,ἰδεῖν,ἰδεῖν,ἰδεῖν,ῖν,ι,-20.0,VERB,v--ana---,Tense=Past|VerbForm=Inf|Voice=Act,xcomp,0.0,βουλόμενος,(),False,x̓xxx͂x,False,False,False,False,,,,Past,Inf,Act,,,
βουλόμενος,βουλόμενος,βουλόμενος,βουλόμενος,νος,β,-20.0,VERB,v-sppemn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Mid,advcl,0.0,ἤγαγε,(),False,xxxx́xxxx,False,False,False,False,,Sing,,Pres,Part,Mid,Nom,Masc,
τίνας,τίνας,τίς,τίνας,νας,τ,-20.0,PRON,p-p---fa-,Case=Acc|Gender=Fem|Number=Plur,obj,0.0,θήσεται,(),False,xx́xxx,False,False,False,False,,Plur,,,,,Acc,Fem,
θήσεται,θήσεται,θήζω,θήσεται,ται,θ,-20.0,VERB,v3sasm---,Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid,xcomp,0.0,βουλόμενος,(),False,xx́xxxx,False,False,False,False,Ind,Sing,3,Fut,Fin,Mid,,,
προσρήσεις,προσρήσεις,προσρήσεις,προσρήσεις,εις,π,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,θήσεται,(),False,xxxx́xxxx,False,False,False,False,,Plur,,,,,Dat,Fem,
ἑκάστοις,ἑκάστοις,ἑκάστων,ἑκάστοις,οις,ε,-20.0,ADJ,a-p---md-,Case=Dat|Gender=Masc|Number=Plur,nmod,0.0,προσρήσεις,(),False,x̔xx́xxxx,False,False,False,False,,Plur,,,,,Dat,Masc,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐνεδοίαζεν,(),False,",",False,True,False,False,,,,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,ἐνεδοίαζεν,(),False,xx̓,False,False,False,False,,,,,,,,,
ὅτι,ὅτι,ὅτι,ὅτι,́τι,ο,-20.0,SCONJ,c--------,,mark,0.0,ἐνεδοίαζεν,(),False,x̔́xx,False,False,False,False,,,,,,,,,
ἐνεδοίαζεν,ἐνεδοίαζεν,ἐνεδοίαζεν,ἐνεδοίαζεν,ζεν,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,advcl,0.0,ἤγαγε,(),False,x̓xxxx́xxxx,False,False,False,False,Ind,Sing,3,Past,Fin,Act,,,Imp
—,—,—,-,—,—,-20.0,PUNCT,u--------,,punct,0.0,ἄγνωστον,(),False,—,False,True,False,False,,,,,,,,,
ἄγνωστον,ἄγνωστον,ἄγνωστος,ἄγνωστον,τον,α,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,dep,0.0,ἤγαγε,(),False,x̓́xxxx,False,False,False,False,,Sing,,,,,Nom,Neut,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,ἄγνωστον,(),False,xx̀x,False,False,False,False,,,,,,,,,
οὐδὲν,οὐδὲν,οὐδὲν,οὐδὲν,ὲν,ο,-20.0,ADJ,p-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,ἄγνωστον,(),False,xx̓xx̀x,False,False,False,False,,Sing,,,,,Nom,Neut,
θεῷ,θεῷ,θεῷ,θεῷ,ῷ,θ,-20.0,NOUN,n-s---md-,Case=Dat|Gender=Masc|Number=Sing,obl,0.0,ἄγνωστον,(),False,xxx͂ͅ,False,False,False,False,,Sing,,,,,Dat,Masc,
—,—,—,-,—,—,-20.0,PUNCT,u--------,,punct,0.0,ἄγνωστον,(),False,—,False,True,False,False,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀλλὰ᾽,(),False,",",False,True,False,False,,,,,,,,,
ἀλλὰ᾽,ἀλλὰ᾽,ἀλλὰ᾽,ἀλλὰ᾽,ὰ᾽,α,-20.0,PUNCT,V-,,conj,0.0,ἤγαγε,"(ἤγαγε,)",False,x̓xxx̀᾽,False,False,False,False,,,,,,,,,
ὅτι,ὅτι,ὅτι,ὅτι,́τι,ο,-20.0,SCONJ,c--------,,mark,0.0,ᾔδει,(),False,x̔́xx,False,False,False,False,,,,,,,,,
ᾔδει,ᾔδει,ᾔδει,ᾔδει,δει,η,-20.0,VERB,v3slia---,Mood=Ind|Number=Sing|Person=3|Tense=Pqp|VerbForm=Fin|Voice=Act,advcl,0.0,ἤγαγε,(),False,x̓́ͅxxx,False,False,False,False,Ind,Sing,3,Pqp,Fin,Act,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,κατεσκευακὼς,(),False,xx̀x,False,False,False,False,,Sing,,,,,Acc,Fem,
λογικὴν,λογικὴν,λογικὴν,λογικὴν,ὴν,λ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,κατεσκευακὼς,(),False,xxxx̀x,False,False,False,False,,Sing,,,,,Acc,Fem,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,φύσιν,(),False,x̓x,False,False,False,False,,,,,,,,,
θνητῷ,θνητῷ,θνητῷ,θνητῷ,ῷ,θ,-20.0,ADJ,a-s---md-,Case=Dat|Gender=Masc|Number=Sing,nmod,0.0,φύσιν,(),False,xxxx͂ͅ,False,False,False,False,,Sing,,,,,Dat,Masc,
φύσιν,φύσιν,φύσις,φύσιν,σιν,φ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,κατεσκευακὼς,(),False,xx́xxx,False,False,False,False,,Sing,,,,,Acc,Fem,
κατεσκευακὼς,κατεσκευακὼς,κατεσκευακὼς,κατεσκευακὼς,ὼς,κ,-20.0,VERB,v-srpamn-,Aspect=Perf|Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,ccomp,0.0,ᾔδει,(),False,xxxx̀x,False,False,False,False,,Sing,,Past,Part,Act,Nom,Masc,Perf
αὐτοκίνητον,αὐτοκίνητον,αὐτοκίνητος,αὐτοκίνητον,τον,α,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,xcomp,0.0,κατεσκευακὼς,(),False,xx̓xxxx́xxxx,False,False,False,False,,Sing,,,,,Acc,Fem,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀμέτοχος,(),False,",",False,True,False,False,,,,,,,,,
ὅπως,ὅπως,ὅπως,ὅπως,πως,ο,-20.0,SCONJ,c--------,,mark,0.0,ἀμέτοχος,(),False,x̔́xxx,False,False,False,False,,,,,,,,,
ἀμέτοχος,ἀμέτοχος,ἀμέτοχος,ἀμέτοχος,χος,α,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,advcl,0.0,ᾔδει,(),False,x̓xx́xxxx,False,False,False,False,,Sing,,,,,Nom,Fem,
αὐτὸς,αὐτὸς,αὐτὸς,αὐτὸς,ὸς,α,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἀμέτοχος,(),False,xx̓xx̀x,False,False,False,False,,Sing,,,,,Nom,Masc,
