orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
αὐτίκα,αὐτίκα,αὐτίκα,αὐτίκα,́κα,α,-20.0,ADV,d--------,,advmod,0.0,σχίζεται,(),False,xx̓xx́xx,False,False,False,False,,,,,,,,,
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,ψυχῆς,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
ἡμετέρας,ἡμετέρας,ἡμετέρας,ἡμετέρας,ρας,η,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ψυχῆς,(),False,x̔xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,
ψυχῆς,ψυχῆς,ψυχῆς,ψυχῆς,ῆς,ψ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,μέρος,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,μέρος,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,,
δίχα,δίχα,δίχα,δίχα,́χα,δ,-20.0,ADP,r--------,,case,0.0,ἡγεμονικοῦ,(),False,xx́xx,False,False,False,False,,,,,,,,,
τοὐ,τοὐ,τοὐ,τοὐ,οὐ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,ἡγεμονικοῦ,(),False,xxx̓,False,False,False,False,Gen,Neut,Sing,,,,,,
ἡγεμονικοῦ,ἡγεμονικοῦ,ἡγεμονικοῦ,ἡγεμονικοῦ,οῦ,η,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,μέρος,(),False,x̔xxxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
μέρος,μέρος,μέρος,μέρος,ρος,μ,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,σχίζεται,(),False,xx́xxx,False,False,False,False,Nom,Neut,Sing,,,,,,
ἑπταχῆ,ἑπταχῆ,ἑπταχῆ,ἑπταχῆ,χῆ,ε,-20.0,ADV,d--------,,advmod,0.0,σχίζεται,(),False,x̔xxxx͂,False,False,False,False,,,,,,,,,
σχίζεται,σχίζεται,σχίζω,σχίζεται,ται,σ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,ROOT,0.0,σχίζεται,(),False,xxx́xxxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Mid,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,αἰσθήσεις,(),False,",",False,True,False,False,,,,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,αἰσθήσεις,(),False,xx̓x,False,False,False,False,,,,,,,,,
πέντε,πέντε,πέντε,πέντε,ντε,π,-20.0,NUM,m--------,,nummod,0.0,αἰσθήσεις,(),False,xx́xxx,False,False,False,False,,,,,,,,,
