orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice,Degree
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,ὠνόμασε,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ὠνόμασε,(),False,xx̀x,False,False,False,False,,,,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,ὠνόμασε,(),False,xx̀x,False,False,False,False,,,,,,,,,,
ὠνόμασε,ὠνόμασε,ὠνόμασε,ὠνόμασε,ασε,ω,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ὠνόμασε,(),False,x̓xx́xxxx,False,False,False,False,,,Sing,,Ind,3,Past,Fin,Act,
θεοῦ,θεοῦ,θεοῦ,θεοῦ,οῦ,θ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,ὠνόμασε,(),False,xxxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ζωτικώτατον,(),False,",",False,True,False,False,,,,,,,,,,
διότι,διότι,διότι,διότι,́τι,δ,-20.0,SCONJ,c--------,,mark,0.0,ζωτικώτατον,(),False,xxx́xx,False,False,False,False,,,,,,,,,,
ζωτικώτατον,ζωτικώτατον,ζωτικώς,ζωτικώτατον,τον,ζ,-20.0,ADJ,a-s---nns,Case=Nom|Degree=Sup|Gender=Neut|Number=Sing,dep,0.0,ὠνόμασε,"(αἴτιος, φῶς)",False,xxxx́xxxx,False,False,False,False,Nom,Neut,Sing,,,,,,,Sup
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,πνεῦμα,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,,,
πνεῦμα,πνεῦμα,πνεῦμα,πνεῦμα,͂μα,π,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,ζωτικώτατον,(),False,xxxx͂xx,False,False,False,False,Nom,Neut,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ζωῆς,(),False,",",False,True,False,False,,,,,,,,,,
ζωῆς,ζωῆς,ζωῆς,ζωῆς,ῆς,ζ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ζωτικώτατον,(),False,xxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ζωτικώτατον,(),False,xx̀,False,False,False,False,,,,,,,,,,
θεὸς,θεὸς,θεὸς,θεὸς,ὸς,θ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,αἴτιος,(),False,xxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,,,
αἴτιος,αἴτιος,αἴτιος,αἴτιος,ιος,α,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,conj,0.0,ζωτικώτατον,"(ζωτικώτατον, φῶς)",False,xx̓́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τὸ,(),False,",",False,True,False,False,,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,πνεῦμα,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ζωτικώτατον,(),False,xx̀,False,False,False,False,,,,,,,,,,
φῶς,φῶς,φῶς,φῶς,ῶς,φ,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,conj,0.0,ζωτικώτατον,"(ζωτικώτατον, αἴτιος)",False,xx͂x,False,False,False,False,Nom,Neut,Sing,,,,,,,
&,&,&,&,&,&,-20.0,ADP,d--------,,case,0.0,λτ,(),False,&,False,True,False,False,,,,,,,,,,
λτ,λτ,λτ,λτ,λτ,λ,-20.0,ADV,d--------,,advmod,0.0,φῶς,(),False,xx,True,False,False,False,,,,,,,,,,
;,;,;,;,;,;,-20.0,ADV,d--------,,advmod,0.0,λτ,(),False,;,False,True,False,False,,,,,,,,,,
