orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice,Degree
προνομίας,προνομίας,προνομίας,προνομίας,́ας,π,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ἠξιοῦτο,(),False,xxxx́xx,False,False,False,False,Gen,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἠξιοῦτο,(),False,xx̀,False,False,False,False,,,,,,,,,,
τό,τό,τό,τό,τό,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,πνεῦμα,(),False,xx́,False,False,False,False,Nom,Neut,Sing,,,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,πνεῦμα,(),True,xx,True,False,False,False,,,,,,,,,,
πνεῦμα,πνεῦμα,πνεῦμα,πνεῦμα,͂μα,π,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,ἠξιοῦτο,"(φῶς,)",False,xxxx͂xx,False,False,False,False,Nom,Neut,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,πνεῦμα,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,φῶς,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,,,
φῶς,φῶς,φῶς,φῶς,ῶς,φ,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,conj,0.0,πνεῦμα,"(πνεῦμα,)",False,xx͂x,False,False,False,False,Nom,Neut,Sing,,,,,,,
ἠξιοῦτο,ἠξιοῦτο,ἠξιοῦτο,ἠξιοῦτο,͂το,η,-20.0,VERB,v3siie---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Mid,ROOT,0.0,ἠξιοῦτο,(),False,x̓xxxx͂xx,False,False,False,False,,,Sing,Imp,Ind,3,Past,Fin,Mid,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἠξιοῦτο,(),False,·,False,True,False,False,,,,,,,,,,
