orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
ἑκάστῃ,ἑκάστῃ,ἑκάστῃ,ἑκάστῃ,τῃ,ε,-20.0,ADJ,a-s---fd-,Case=Dat|Gender=Fem|Number=Sing,nmod,0.0,αὐτὸς,(),False,x̔xx́xxxͅ,False,False,False,False,Dat,Fem,Sing,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἀπένειμεν,(),False,xx̀,False,False,False,False,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---fg-,Case=Gen|Gender=Fem|Number=Plur,det,0.0,ἡμερῶν,(),False,xx͂x,False,False,False,False,Gen,Fem,Plur,,,,,
ἡμερῶν,ἡμερῶν,ἡμερῶν,ἡμερῶν,ῶν,η,-20.0,NOUN,n-p---fg-,Case=Gen|Gender=Fem|Number=Plur,nmod,0.0,ἔνια,(),False,x̔xxxx͂x,False,False,False,False,Gen,Fem,Plur,,,,,
ἀπένειμεν,ἀπένειμεν,ἀπένειμεν,ἀπένειμεν,μεν,α,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἀπένειμεν,"(προσαγορεύει,)",False,x̓xx́xxxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Act
ἔνια,ἔνια,ἔνιος,ἔνια,νια,ε,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,ἀπένειμεν,(),False,x̓́xxx,False,False,False,False,Acc,Neut,Plur,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,τμημάτων,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,παντὸς,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,
παντὸς,παντὸς,παντὸς,παντὸς,ὸς,π,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,τμημάτων,(),False,xxxx̀x,False,False,False,False,Gen,Neut,Sing,,,,,
τμημάτων,τμημάτων,τμημάτον,τμημάτων,των,τ,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,ἔνια,(),False,xxxx́xxx,False,False,False,False,Gen,Neut,Plur,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,πρώτην,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
