orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
πρώτην,πρώτην,πρώτην,πρώτην,την,π,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,advmod,0.0,ἀπένειμεν,(),False,xxx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,
ὐπεξελόμενος,ὐπεξελόμενος,ὐπεξελόμενος,ὐπεξελόμενος,νος,υ,-20.0,VERB,v-sppemn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Mid,advcl,0.0,ἀπένειμεν,(),False,x̓xxxx́xxxx,False,False,False,False,Nom,Masc,Sing,,,Pres,Part,Mid
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,καλεῖ,(),False,",",False,True,False,False,,,,,,,,
ἣν,ἣν,ἣν,ἣν,̔̀ν,η,-20.0,PRON,p-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,συγκαταριθμῆται,(),False,x̔̀x,False,False,False,False,Acc,Fem,Sing,,,,,
αὐτὸς,αὐτὸς,αὐτὸς,αὐτὸς,ὸς,α,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,καλεῖ,(),False,xx̓xx̀x,False,False,False,False,Nom,Masc,Sing,,,,,
οὐδὲ,οὐδὲ,οὐδὲ,οὐδὲ,δὲ,ο,-20.0,ADV,d--------,,advmod,0.0,πρώτην,(),False,xx̓xx̀,False,False,False,False,,,,,,,,
πρώτην,πρώτην,πρώτην,πρώτην,την,π,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,amod,0.0,καλεῖ,(),False,xxx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἵνα,(),False,",",False,True,False,False,,,,,,,,
ἵνα,ἵνα,ἵνα,ἵνα,́να,ι,-20.0,SCONJ,c--------,,mark,0.0,συγκαταριθμῆται,(),False,x̔́xx,False,False,False,False,,,,,,,,
μὴ,μὴ,μὴ,μὴ,μὴ,μ,-20.0,ADV,d--------,,advmod,0.0,συγκαταριθμῆται,(),False,xx̀,False,False,False,False,,,,,,,,
ταῖς,ταῖς,ταῖς,ταῖς,ῖς,τ,-20.0,DET,l-p---fd-,Case=Dat|Gender=Fem|Number=Plur,det,0.0,ἄλλαις,(),False,xxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,
ἄλλαις,ἄλλαις,ἄλλος,ἄλλαις,αις,α,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obj,0.0,συγκαταριθμῆται,(),False,x̓́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,
συγκαταριθμῆται,συγκαταριθμῆται,συγκαταριθμῆται,συγκαταριθμῆται,ται,σ,-20.0,VERB,v3spse---,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,advcl,0.0,πρώτην,(),False,xxxx͂xxx,False,False,False,False,,,Sing,Sub,3,Pres,Fin,Mid
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,συγκαταριθμῆται,(),False,",",False,True,False,False,,,,,,,,
καλεῖ,καλεῖ,καλεῖ,καλεῖ,εῖ,κ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,acl,0.0,ἔνια,(),False,xxxx͂,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,μίν,(),False,",",False,True,False,False,,,,,,,,
μίν,μίν,μίν,μίν,ίν,μ,-20.0,PRON,p3s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,προσαγορεύει,(),False,xx́x,False,False,False,False,Acc,Masc,Sing,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,cc,0.0,ἀπένειμεν,(),False,xx̀,False,False,False,False,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,προσαγορεύει,(),False,’,False,True,False,False,,,,,,,,
ὀνομάσας,ὀνομάσας,ὀνομάζω,ὀνομάσας,σας,ο,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,προσαγορεύει,(),False,x̓xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act
ὀνόματι,ὀνόματι,ὀνόματι,ὀνόματι,ατι,ο,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,obl,0.0,προσαγορεύει,(),False,x̓xx́xxxx,False,False,False,False,Dat,Neut,Sing,,,,,
εὐθυβόλῳ,εὐθυβόλῳ,εὐθυβόλῳ,εὐθυβόλῳ,λῳ,ε,-20.0,ADJ,A-,Case=Dat|Gender=Masc|Number=Sing,nmod,0.0,ὀνόματι,(),False,xx̓xxxx́xxͅ,False,False,False,False,Dat,Masc,Sing,,,,,
προσαγορεύει,προσαγορεύει,προσαγορεύω,προσαγορεύει,́ει,π,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,conj,0.0,ἀπένειμεν,"(ἀπένειμεν,)",False,xxxx́xx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐνιδών,(),False,",",False,True,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,φύσιν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
μονάδος,μονάδος,μονάς,μονάδος,δος,μ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,φύσιν,(),False,xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,
φύσιν,φύσιν,φύσις,φύσιν,σιν,φ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,ἐνιδών,"(πρόσρησιν,)",False,xx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,φύσιν,(),False,xxx̀,False,False,False,False,,,,,,,,
πρόσρησιν,πρόσρησιν,πρόσρησις,πρόσρησιν,σιν,π,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,φύσιν,"(φύσιν,)",False,xxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,
ἐνιδών,ἐνιδών,ἐνιδών,ἐνιδών,ών,ε,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,προσαγορεύει,"(ἐπιφημίσας,)",False,x̓xxxx́x,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,ἐνιδών,(),True,xx,True,False,False,False,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἐνιδών,(),False,xxx̀,False,False,False,False,,,,,,,,
ἐπιφημίσας,ἐπιφημίσας,ἐπιφημίζω,ἐπιφημίσας,σας,ε,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,conj,0.0,ἐνιδών,"(ἐνιδών,)",False,x̓xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act
αὐτῇ.,αὐτῇ.,αὐτῇ.,αὐτῇ.,͂ͅ.,α,-20.0,PUNCT,u--------,,punct,0.0,ἀπένειμεν,(),False,xx̓xx͂ͅ.,False,False,False,False,,,,,,,,
