orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Mood,Number,Person,Tense,VerbForm,Voice,Case,Gender,Aspect
εἰσάγει,εἰσάγει,εἰσάγω,εἰσάγει,γει,ε,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,εἰσάγει,(),False,xx̓xx́xxx,False,False,False,False,Ind,Sing,3,Pres,Fin,Act,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,εἰσάγει,(),False,xx̀x,False,False,False,False,,,,,,,,,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,πατέρα,(),False,xx̀x,False,False,False,False,,Sing,,,,,Acc,Masc,
πατέρα,πατέρα,πατέρα,πατέρα,́ρα,π,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,εἰσάγει,(),False,xxxx́xx,False,False,False,False,,Sing,,,,,Acc,Masc,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,ὅλων,(),False,xx͂x,False,False,False,False,,Plur,,,,,Gen,Neut,
ὅλων,ὅλων,ὅλος,ὅλων,λων,ο,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,πατέρα,(),False,x̔́xxx,False,False,False,False,,Plur,,,,,Gen,Neut,
ταυτὶ,ταυτὶ,ταυτὶ,ταυτὶ,τὶ,τ,-20.0,ADV,d--------,,advmod,0.0,λέγοντα,(),False,xxxx̀,False,False,False,False,,,,,,,,,
λέγοντα,λέγοντα,λέγω,λέγοντα,ντα,λ,-20.0,VERB,v-sppama-,Case=Acc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,εἰσάγει,(),False,xx́xxxx,False,False,False,False,,Sing,,Pres,Part,Act,Acc,Masc,
·,·,·,·,·,·,-20.0,SCONJ,u--------,,punct,0.0,εἰσάγει,(),False,·,False,True,False,False,,,,,,,,,
„,„,„,"""",„,„,-20.0,ADV,d--------,,dep,0.0,ποιήσωμεν,(),False,„,False,True,False,False,,,,,,,,,
ποιήσωμεν,ποιήσωμεν,ποιήσωμεν,ποιήσωμεν,μεν,π,-20.0,VERB,v1pasa---,Aspect=Perf|Mood=Sub|Number=Plur|Person=1|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ποιήσωμεν,(),False,xxxx́xxxx,False,False,False,False,Sub,Plur,1,Past,Fin,Act,,,Perf
ἄνθρωπον,ἄνθρωπον,ἄνθρωπος,ἄνθρωπον,πον,α,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ποιήσωμεν,(),False,x̓́xxxx,False,False,False,False,,Sing,,,,,Acc,Masc,
κατά,κατά,κατά,κατά,τά,κ,-20.0,ADP,r--------,,case,0.0,εἰκόνα,(),False,xxxx́,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,εἰκόνα,(),False,’,False,True,False,False,,,,,,,,,
εἰκόνα,εἰκόνα,εἰκόνα,εἰκόνα,́να,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ποιήσωμεν,"(ὁμοίωσιν“.,)",False,xx̓xx́xx,False,False,False,False,,Sing,,,,,Acc,Fem,
ἡμετέραν,ἡμετέραν,ἡμετέραν,ἡμετέραν,ραν,η,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,εἰκόνα,(),False,x̔xxxx́xxx,False,False,False,False,,Sing,,,,,Acc,Fem,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,εἰκόνα,(),False,xxx̀,False,False,False,False,,,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ὁμοίωσιν“.,(),False,xxxx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ὁμοίωσιν“.,(),False,’,False,True,False,False,,,,,,,,,
ὁμοίωσιν“.,ὁμοίωσιν“.,ὁμοίωσιν“.,ὁμοίωσιν“.,ν“.,ο,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,εἰκόνα,"(εἰκόνα,)",False,x̔xxx́xxxx“.,False,False,False,False,,Sing,,,,,Acc,Fem,
