orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
μικρὸν,μικρὸν,μικρὸς,μικρὸν,ὸν,μ,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,advmod,0.0,ὕστερον,(),False,xxxx̀x,False,False,False,False,Acc,Neut,Sing,,,,,
ὕστερον,ὕστερον,ὕστερος,ὕστερον,ρον,υ,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,advmod,0.0,ἀναχυθείσης,(),False,x̔́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,
ἀναχυθείσης,ἀναχυθείσης,ἀναχυθείσης,ἀναχυθείσης,σης,α,-20.0,VERB,v-sappfg-,Case=Gen|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,acl,0.0,πελάγη,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,Past,Part,Pass
πελάγη,πελάγη,πελάγος,πελάγη,́γη,π,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,conj,0.0,εὐρεῖς,"(εὐρεῖς,)",False,xxxx́xx,False,False,False,False,Acc,Neut,Plur,,,,,
βαθύτατα,βαθύτατα,βαθύτατος,βαθύτατα,ατα,β,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,amod,0.0,πελάγη,(),False,xxxx́xxxx,False,False,False,False,Acc,Neut,Plur,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,βραχείαις,(),False,xx̓,False,False,False,False,,,,,,,,
βραχείαις,βραχείαις,βραχείαις,βραχείαις,αις,β,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,nmod,0.0,ὁλκάσιν,(),False,xxxx́xxx,False,False,False,False,Dat,Fem,Plur,,,,,
ὁλκάσιν,ὁλκάσιν,ὁλκάς,ὁλκάσιν,σιν,ο,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,ἐμπλεόμενα,(),False,x̔xxx́xxx,False,False,False,False,Dat,Fem,Plur,,,,,
ἀλλὰ,ἀλλὰ,ἀλλὰ,ἀλλὰ,λὰ,α,-20.0,CCONJ,c--------,,cc,0.0,ὁλκάσιν,(),False,x̓xxx̀,False,False,False,False,,,,,,,,
μυριοφόροις,μυριοφόροις,μυριοφόροις,μυριοφόροις,οις,μ,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,nmod,0.0,ναυσὶν,(),False,xxxx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,
ναυσὶν,ναυσὶν,ναυσὶν,ναυσὶν,ὶν,ν,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obj,0.0,ἐμπλεόμενα,(),False,xxxx̀x,False,False,False,False,Dat,Fem,Plur,,,,,
ἐμπλεόμενα,ἐμπλεόμενα,ἐμπλεόμενα,ἐμπλεόμενα,ενα,ε,-20.0,VERB,v-pppenn-,Case=Nom|Gender=Neut|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Mid,advcl,0.0,πελάγη,(),False,x̓xxxx́xxxx,False,False,False,False,Nom,Neut,Plur,,,Pres,Part,Mid
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,εὐρεῖς,(),False,·,False,True,False,False,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,αὔξουσι,(),False,xxx̀,False,False,False,False,,,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,αὔξουσι,(),False,xx̀x,False,False,False,False,,,,,,,,
δὴ,δὴ,δὴ,δὴ,δὴ,δ,-20.0,ADV,d--------,,advmod,0.0,αὔξουσι,(),False,xx̀,False,False,False,False,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,ἐπίγεια,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,
ἐπίγεια,ἐπίγεια,ἐπίγειος,ἐπίγεια,εια,ε,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,αὔξουσι,(),False,x̓xx́xxxx,False,False,False,False,Acc,Neut,Plur,,,,,
πάντα,πάντα,πάντος,πάντα,ντα,π,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,nmod,0.0,ἐπίγεια,(),False,xx́xxx,False,False,False,False,Acc,Neut,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ζῷά,(),False,",",False,True,False,False,,,,,,,,
ζῷά,ζῷά,ζῷά,ζῷά,ͅά,ζ,-20.0,NOUN,n-p---nn-,Case=Nom|Gender=Neut|Number=Plur,appos,0.0,ἐπίγεια,"(φυτὰ,)",False,xx͂ͅx́,False,False,False,False,Nom,Neut,Plur,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,ζῷά,(),True,xx,True,False,False,False,,,,,,,,
αὖ,αὖ,αὖ,αὖ,ὖ,α,-20.0,ADV,d--------,,advmod,0.0,ζῷά,(),False,xx̓͂,False,False,False,False,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ζῷά,(),False,xxx̀,False,False,False,False,,,,,,,,
φυτὰ,φυτὰ,φυτὰ,φυτὰ,τὰ,φ,-20.0,NOUN,n-p---na-,Case=Nom|Gender=Neut|Number=Plur,conj,0.0,ζῷά,"(ζῷά,)",False,xxxx̀,False,False,False,False,Nom,Neut,Plur,,,,,
καρποὺς,καρποὺς,καρποὺς,καρποὺς,ὺς,κ,-20.0,NOUN,n-p---ma-,Case=Acc|Gender=Masc|Number=Plur,obj,0.0,γεννῶντα,(),False,xxxx̀x,False,False,False,False,Acc,Masc,Plur,,,,,
