orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
διὰ,διὰ,διὰ,διὰ,ιὰ,δ,-20.0,ADP,r--------,,case,0.0,αἰτίαν,(),False,xxx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,αἰτίαν,(),False,’,False,True,False,False,,,,,,,,,
ἣν,ἣν,ἣν,ἣν,̔̀ν,η,-20.0,PRON,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,αἰτίαν,(),False,x̔̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
αἰτίαν,αἰτίαν,αἰτία,αἰτίαν,́αν,α,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἐξομοιοῦσι,(),False,xx̓xx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,
οἱ,οἱ,οἱ,οἱ,οἱ,ο,-20.0,DET,l-p---mn-,Case=Nom|Gender=Masc|Number=Plur,det,0.0,φιλόσοφοι,(),False,xx̔,False,False,False,False,Nom,Masc,Plur,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ἐξομοιοῦσι,(),False,xx̀x,False,False,False,False,,,,,,,,,
ἄλλοι,ἄλλοι,ἄλλος,ἄλλοι,λοι,α,-20.0,ADJ,a-p---mn-,Case=Nom|Gender=Masc|Number=Plur,nmod,0.0,φιλόσοφοι,(),False,x̓́xxxx,False,False,False,False,Nom,Masc,Plur,,,,,,
φιλόσοφοι,φιλόσοφοι,φιλόσοφος,φιλόσοφοι,φοι,φ,-20.0,NOUN,n-p---mn-,Case=Nom|Gender=Masc|Number=Plur,nsubj,0.0,ἐξομοιοῦσι,"(πυθαγόρειοι,)",False,xxxx́xxxx,False,False,False,False,Nom,Masc,Plur,,,,,,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,ἀριθμὸν,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ἀριθμὸν,ἀριθμὸν,ἀριθμὸς,ἀριθμὸν,ὸν,α,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἐξομοιοῦσι,(),False,x̓xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
τοῦτον,τοῦτον,τοῦτον,τοῦτον,τον,τ,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,ἀριθμὸν,(),False,xxx͂xxx,False,False,False,False,Acc,Masc,Sing,,,,,,
