orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Mood,Number,Person,Tense,VerbForm,Voice,Case,Gender,Aspect
γῆς,γῆς,γῆ,γῆς,ῆς,γ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nsubj,0.0,φανείσης,(),False,xx͂x,False,False,False,False,,Sing,,,,,Gen,Fem,
νεοκτίστου,νεοκτίστου,νεοκτίστου,νεοκτίστου,του,ν,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,xcomp,0.0,φανείσης,(),False,xxxx́xxxx,False,False,False,False,,Sing,,,,,Gen,Fem,
φανείσης,φανείσης,φανείσης,φανείσης,σης,φ,-20.0,VERB,v-sappfg-,Case=Gen|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,advcl,0.0,συνέβαινε,(),False,xxxx́xxx,False,False,False,False,,Sing,,Past,Part,Pass,Gen,Fem,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,διάκρισιν,(),False,xxxx̀,False,False,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,διάκρισιν,(),False,xx̀x,False,False,False,False,,Sing,,,,,Acc,Fem,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,ὕδατος,(),False,xxx͂,False,False,False,False,,Sing,,,,,Gen,Neut,
πολλοῦ,πολλοῦ,πολλοῦ,πολλοῦ,οῦ,π,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,ὕδατος,(),False,xxxx͂,False,False,False,False,,Sing,,,,,Gen,Neut,
ὕδατος,ὕδατος,ὕδωρ,ὕδατος,τος,υ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,διάκρισιν,(),False,x̔́xxxx,False,False,False,False,,Sing,,,,,Gen,Neut,
διάκρισιν,διάκρισιν,διάκρισις,διάκρισιν,σιν,δ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,φανείσης,(),False,xxx́xxxx,False,False,False,False,,Sing,,,,,Acc,Fem,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,προσερρήθη,(),False,",",False,True,False,False,,,,,,,,,
ὃ,ὃ,ὃς,ὃ,ὃ,ο,-20.0,PRON,p-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,προσερρήθη,(),False,x̔̀,False,False,False,False,,Sing,,,,,Nom,Neut,
προσερρήθη,προσερρήθη,προσερρήθη,προσερρήθη,́θη,π,-20.0,VERB,v3saip---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Pass,acl,0.0,διάκρισιν,(),False,xxxx́xx,False,False,False,False,Ind,Sing,3,Past,Fin,Pass,,,
θάλαττα,θάλαττα,θάλαττη,θάλαττα,ττα,θ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,προσερρήθη,(),False,xx́xxxx,False,False,False,False,,Sing,,,,,Nom,Fem,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,προσερρήθη,(),False,",",False,True,False,False,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,ὕλην,(),False,xx̀x,False,False,False,False,,Sing,,,,,Acc,Fem,
ὕλην,ὕλην,ὕλη,ὕλην,λην,υ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nsubj,0.0,συνέβαινε,(),False,x̔́xxx,False,False,False,False,,Sing,,,,,Acc,Fem,
συνέβαινε,συνέβαινε,συνέβαινε,συνέβαινε,ινε,σ,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,συνέβαινε,(),False,xxxx́xxxx,False,False,False,False,Ind,Sing,3,Past,Fin,Act,,,Imp
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,γινομένων,(),False,xx͂x,False,False,False,False,,Plur,,,,,Gen,Neut,
γινομένων,γινομένων,γινομένων,γινομένων,νων,γ,-20.0,VERB,v-pppeng-,Case=Gen|Gender=Neut|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Mid,dep,0.0,συνέβαινε,(),False,xxxx́xxx,False,False,False,False,,Plur,,Pres,Part,Mid,Gen,Neut,
ἀμιγῆ,ἀμιγῆ,ἀμιγῆ,ἀμιγῆ,γῆ,α,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,dep,0.0,συνέβαινε,"(ἄδολον, καθαρὰν)",False,x̓xxxx͂,False,False,False,False,,Sing,,,,,Acc,Fem,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,advmod,0.0,ἀμιγῆ,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἄδολον,ἄδολον,ἄδολος,ἄδολον,λον,α,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,ἀμιγῆ,"(ἀμιγῆ, καθαρὰν)",False,x̓́xxxx,False,False,False,False,,Sing,,,,,Acc,Fem,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀμιγῆ,(),False,xxx̀,False,False,False,False,,,,,,,,,
καθαρὰν,καθαρὰν,καθαρὰν,καθαρὰν,ὰν,κ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,ἀμιγῆ,"(ἀμιγῆ, ἄδολον)",False,xxxx̀x,False,False,False,False,,Sing,,,,,Acc,Fem,
ἔτι,ἔτι,ἔτι,ἔτι,́τι,ε,-20.0,ADV,d--------,,dep,0.0,συνέβαινε,(),False,x̓́xx,False,False,False,False,,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,dep,0.0,συνέβαινε,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,dep,0.0,συνέβαινε,(),False,’,False,True,False,False,,,,,,,,,
ὁλκὸν,ὁλκὸν,ὁλκὸς,ὁλκὸν,ὸν,ο,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,dep,0.0,συνέβαινε,"(εὐεργὸν,)",False,x̔xxx̀x,False,False,False,False,,Sing,,,,,Acc,Masc,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ὁλκὸν,(),False,xxx̀,False,False,False,False,,,,,,,,,
εὐεργὸν,εὐεργὸν,εὐεργὸς,εὐεργὸν,ὸν,ε,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,conj,0.0,ὁλκὸν,"(ὁλκὸν,)",False,xx̓xxxx̀x,False,False,False,False,,Sing,,,,,Acc,Masc,
εἶναι,εἶναι,εἶναι,εἶναι,ναι,ε,-20.0,AUX,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,cop,0.0,συνέβαινε,(),False,xx̓͂xxx,False,False,False,False,,,,Pres,Inf,Act,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀνυπαίτια,(),False,",",False,True,False,False,,,,,,,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,ἧς,(),False,x̓x,False,False,False,False,,,,,,,,,
ἧς,ἧς,ἧς,ἧς,̔͂ς,η,-20.0,PRON,p-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ἀνυπαίτια,(),False,x̔͂x,False,False,False,False,,Sing,,,,,Gen,Fem,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---nn-,Case=Nom|Gender=Neut|Number=Plur,det,0.0,ἀποτελούμενα,(),False,xx̀,False,False,False,False,,Plur,,,,,Nom,Neut,
ἀποτελούμενα,ἀποτελούμενα,ἀποτελούμενα,ἀποτελούμενα,ενα,α,-20.0,VERB,v-pppenn-,Case=Nom|Gender=Neut|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Mid,nsubj,0.0,ἀνυπαίτια,(),False,x̓xxxx́xxxx,False,False,False,False,,Plur,,Pres,Part,Mid,Nom,Neut,
εἰκότως,εἰκότως,εἰκότως,εἰκότως,τως,ε,-20.0,ADV,d--------,,advmod,0.0,ἀνυπαίτια,(),False,xx̓xx́xxx,False,False,False,False,,,,,,,,,
ἦν,ἦν,ἦν,ἦν,̓͂ν,η,-20.0,AUX,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,cop,0.0,ἀνυπαίτια,(),False,x̓͂x,False,False,False,False,Ind,Sing,3,Past,Fin,Act,,,Imp
ἀνυπαίτια,ἀνυπαίτια,ἀνυπαίτια,ἀνυπαίτια,τια,α,-20.0,NOUN,a-p---nn-,Case=Nom|Gender=Fem|Number=Sing,dep,0.0,συνέβαινε,(),False,x̓xxxx́xxx,False,False,False,False,,Sing,,,,,Nom,Fem,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,συνέβαινε,(),False,.,False,True,False,False,,,,,,,,,
