orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
ἐπειδὰν,ἐπειδὰν,ἐπειδὰν,ἐπειδὰν,ὰν,ε,-20.0,SCONJ,c--------,,mark,0.0,κτίζηται,(),False,x̓xxxx̀x,False,False,False,False,,,,,,,,
πόλις,πόλις,πόλις,πόλις,λις,π,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,κτίζηται,(),False,xx́xxx,False,False,False,False,Nom,Fem,Sing,,,,,
κτίζηται,κτίζηται,κτίζω,κτίζηται,ται,κ,-20.0,VERB,v3spse---,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,advcl,0.0,παρελθὼν,(),False,xxx́xxxx,False,False,False,False,,,Sing,Sub,3,Pres,Fin,Mid
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,φιλοτιμίαν,(),False,xxxx̀,False,False,False,False,,,,,,,,
πολλὴν,πολλὴν,πολλὴν,πολλὴν,ὴν,π,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,φιλοτιμίαν,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
φιλοτιμίαν,φιλοτιμίαν,φιλοτιμία,φιλοτιμίαν,́αν,φ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,μεταποιουμένου,(),False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
βασιλέως,βασιλέως,βασιλέως,βασιλέως,́ως,β,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,φιλοτιμίαν,"(ἡγεμόνος,)",False,xxxx́xx,False,False,False,False,Gen,Masc,Sing,,,,,
ἤ,ἤ,ἤ,ἤ,ἤ,η,-20.0,CCONJ,c--------,,cc,0.0,βασιλέως,(),False,x̓́,False,False,False,False,,,,,,,,
τινος,τινος,τὶς,τινος,νος,τ,-20.0,ADJ,p-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,ἡγεμόνος,(),True,xxxx,True,False,False,False,Gen,Masc,Sing,,,,,
ἡγεμόνος,ἡγεμόνος,ἡγεμόν,ἡγεμόνος,νος,η,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,conj,0.0,βασιλέως,"(βασιλέως,)",False,x̔xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,
αὐτοκρατοῦς,αὐτοκρατοῦς,αὐτοκρατοῦς,αὐτοκρατοῦς,ῦς,α,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἐξουσίας,(),False,xx̓xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,
ἐξουσίας,ἐξουσίας,ἐξουσία,ἐξουσίας,́ας,ε,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obj,0.0,μεταποιουμένου,(),False,x̓xxxx́xx,False,False,False,False,Gen,Fem,Sing,,,,,
μεταποιουμένου,μεταποιουμένου,μεταποιουμένου,μεταποιουμένου,νου,μ,-20.0,VERB,v-sppemg-,Case=Gen|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Mid,xcomp,0.0,κτίζηται,"(συνεπικοσμοῦντος,)",False,xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,Pres,Part,Mid
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,μεταποιουμένου,(),False,xxx̀,False,False,False,False,,,,,,,,
ἅμα,ἅμα,ἅμα,ἅμα,́μα,α,-20.0,ADV,d--------,,advmod,0.0,συνεπικοσμοῦντος,(),False,x̔́xx,False,False,False,False,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,φρόνημα,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,
φρόνημα,φρόνημα,φρόνημα,φρόνημα,ημα,φ,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,συνεπικοσμοῦντος,(),False,xxx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,
λαμπροῦ,λαμπροῦ,λαμπροῦ,λαμπροῦ,οῦ,λ,-20.0,ADJ,a-s---mg-,Case=Gen|Gender=Masc|Number=Sing,amod,0.0,φρόνημα,(),False,xxxx͂,False,False,False,False,Gen,Masc,Sing,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,εὐτυχίαν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
εὐτυχίαν,εὐτυχίαν,εὐτυχία,εὐτυχίαν,́αν,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,συνεπικοσμοῦντος,(),False,xx̓xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
συνεπικοσμοῦντος,συνεπικοσμοῦντος,συνεπικοσμοῦντος,συνεπικοσμοῦντος,τος,σ,-20.0,VERB,v-sppamg-,Case=Gen|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,conj,0.0,μεταποιουμένου,"(μεταποιουμένου,)",False,xxxx͂xxxx,False,False,False,False,Gen,Masc,Sing,,,Pres,Part,Act
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,κτίζηται,(),False,",",False,True,False,False,,,,,,,,
παρελθὼν,παρελθὼν,παρελθὼν,παρελθὼν,ὼν,π,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,διαγράφει,(),False,xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act
ἔστι,ἔστι,ἔστι,ἔστι,στι,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,παρελθὼν,(),False,x̓́xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
ὅτε,ὅτε,ὅτε,ὅτε,́τε,ο,-20.0,ADV,d--------,,advmod,0.0,διαγράφει,(),False,x̔́xx,False,False,False,False,,,,,,,,
τις,τις,τὶς,τις,τις,τ,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,ἀνὴρ,(),True,xxx,True,False,False,False,Nom,Masc,Sing,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,παιδείας,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,
ἀπὸ,ἀπὸ,ἀπὸ,ἀπὸ,πὸ,α,-20.0,ADP,r--------,,case,0.0,παιδείας,(),False,x̓xx̀,False,False,False,False,,,,,,,,
παιδείας,παιδείας,παιδεία,παιδείας,́ας,π,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἀνὴρ,(),False,xxxx́xx,False,False,False,False,Gen,Fem,Sing,,,,,
ἀνὴρ,ἀνὴρ,ἀνὴρ,ἀνὴρ,ὴρ,α,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,διαγράφει,(),False,x̓xx̀x,False,False,False,False,Nom,Masc,Sing,,,,,
ἀρχιτεκτονικὸς,ἀρχιτεκτονικὸς,ἀρχιτεκτονικὸς,ἀρχιτεκτονικὸς,ὸς,α,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,amod,0.0,ἀνὴρ,(),False,x̓xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀνὴρ,(),False,xxx̀,False,False,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,εὐκρασίαν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
εὐκρασίαν,εὐκρασίαν,εὐκρασία,εὐκρασίαν,́αν,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,θεασάμενος,"(εὐκαιρίαν,)",False,xx̓xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,εὐκρασίαν,(),False,xxx̀,False,False,False,False,,,,,,,,
εὐκαιρίαν,εὐκαιρίαν,εὐκαιρία,εὐκαιρίαν,́αν,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,εὐκρασίαν,"(εὐκρασίαν,)",False,xx̓xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,τόπου,(),False,xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,
τόπου,τόπου,τόπος,τόπου,που,τ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,εὐκαιρίαν,(),False,xx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,
θεασάμενος,θεασάμενος,θεασάμενος,θεασάμενος,νος,θ,-20.0,VERB,v-sapmmn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid,advcl,0.0,διαγράφει,(),False,xxxx́xxxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Mid
διαγράφει,διαγράφει,διαγράφω,διαγράφει,φει,δ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,διαγράφει,(),False,xxxx́xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
πρῶτον,πρῶτον,πρῶτος,πρῶτον,τον,π,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,advmod,0.0,διαγράφει,(),False,xxx͂xxx,False,False,False,False,Acc,Neut,Sing,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,ἑαυτῷ,(),False,x̓x,False,False,False,False,,,,,,,,
ἑαυτῷ,ἑαυτῷ,ἑαυτῷ,ἑαυτῷ,ῷ,ε,-20.0,PRON,p-s---md-,Case=Dat|Gender=Masc|Number=Sing,obl,0.0,διαγράφει,(),False,x̔xxxx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,μέρη,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,πόλεως,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,
μελλούσης,μελλούσης,μελλούσης,μελλούσης,σης,μ,-20.0,VERB,V-,Case=Gen|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,acl,0.0,πόλεως,(),False,xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,Pres,Part,Act
ἀποτελεῖσθαι,ἀποτελεῖσθαι,ἀποτελεῖσθαι,ἀποτελεῖσθαι,θαι,α,-20.0,VERB,v--pne---,Tense=Pres|VerbForm=Inf|Voice=Mid,xcomp,0.0,μελλούσης,(),False,x̓xxxx͂xxxx,False,False,False,False,,,,,,Pres,Inf,Mid
πόλεως,πόλεως,πόλις,πόλεως,εως,π,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,μέρη,(),False,xx́xxxx,False,False,False,False,Gen,Fem,Sing,,,,,
μέρη,μέρη,μέρος,μέρη,́ρη,μ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,διαγράφει,(),False,xx́xx,False,False,False,False,Acc,Neut,Plur,,,,,
σχεδὸν,σχεδὸν,σχεδὸν,σχεδὸν,ὸν,σ,-20.0,ADV,d--------,,advmod,0.0,ἅπαντα,(),False,xxxx̀x,False,False,False,False,,,,,,,,
ἅπαντα,ἅπαντα,ἅπας,ἅπαντα,ντα,α,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,amod,0.0,μέρη,(),False,x̔́xxxx,False,False,False,False,Acc,Neut,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,γυμνάσια,(),False,",",False,True,False,False,,,,,,,,
ἱερὰ,ἱερὰ,ἱερὰ,ἱερὰ,ρὰ,ι,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,nmod,0.0,γυμνάσια,(),False,x̔xxx̀,False,False,False,False,Acc,Neut,Plur,,,,,
γυμνάσια,γυμνάσια,γυμνάσιος,γυμνάσια,σια,γ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,appos,0.0,ἅπαντα,"(πρυτανεῖα,)",False,xxxx́xxx,False,False,False,False,Acc,Neut,Plur,,,,,
πρυτανεῖα,πρυτανεῖα,πρυτανεῖος,πρυτανεῖα,ῖα,π,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,conj,0.0,γυμνάσια,"(γυμνάσια,)",False,xxxx͂x,False,False,False,False,Acc,Neut,Plur,,,,,
ἀγορὰς,ἀγορὰς,ἀγορὰ,ἀγορὰς,ὰς,α,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,nmod,0.0,λιμένας,(),False,x̓xxxx̀x,False,False,False,False,Acc,Fem,Plur,,,,,
λιμένας,λιμένας,λιμένας,λιμένας,νας,λ,-20.0,NOUN,n-p---ma-,Case=Acc|Gender=Masc|Number=Plur,ROOT,0.0,λιμένας,"(στενωπούς, κατασκευάς, ἐρύσεις)",False,xxxx́xxx,False,False,False,False,Acc,Masc,Plur,,,,,
νεωσοίκους,νεωσοίκους,νεωσοίκους,νεωσοίκους,ους,ν,-20.0,ADJ,a-p---ma-,Case=Acc|Gender=Masc|Number=Plur,dep,0.0,λιμένας,(),False,xxxx́xxxx,False,False,False,False,Acc,Masc,Plur,,,,,
