orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
στενωπούς,στενωπούς,στενωπούς,στενωπούς,ύς,σ,-20.0,NOUN,n-p---ma-,Case=Acc|Gender=Masc|Number=Plur,conj,0.0,λιμένας,"(λιμένας, κατασκευάς, ἐρύσεις)",False,xxxx́x,False,False,False,False,Acc,Masc,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,κατασκευάς,(),False,",",False,True,False,False,,,,,,,,
τειχῶν,τειχῶν,τειχῶν,τειχῶν,ῶν,τ,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,κατασκευάς,(),False,xxxx͂x,False,False,False,False,Gen,Neut,Plur,,,,,
κατασκευάς,κατασκευάς,κατασκευάς,κατασκευάς,άς,κ,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,conj,0.0,λιμένας,"(λιμένας, στενωπούς, ἐρύσεις)",False,xxxx́x,False,False,False,False,Acc,Fem,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐρύσεις,(),False,",",False,True,False,False,,,,,,,,
ἐρύσεις,ἐρύσεις,ἐρύσεις,ἐρύσεις,εις,ε,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,conj,0.0,λιμένας,"(λιμένας, στενωπούς, κατασκευάς)",False,x̓xx́xxxx,False,False,False,False,Acc,Fem,Plur,,,,,
οἰκιῶν,οἰκιῶν,οἰκιῶν,οἰκιῶν,ῶν,ο,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,ἐρύσεις,"(οἰκοδομημάτων,)",False,xx̓xxx͂x,False,False,False,False,Gen,Neut,Plur,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,οἰκιῶν,(),False,xxx̀,False,False,False,False,,,,,,,,
δημοσίων,δημοσίων,δημοσίων,δημοσίων,́ων,δ,-20.0,ADJ,a-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,οἰκοδομημάτων,(),False,xxxx́xx,False,False,False,False,Gen,Neut,Plur,,,,,
ἄλλων,ἄλλων,ἄλλος,ἄλλων,λων,α,-20.0,ADJ,a-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,οἰκοδομημάτων,(),False,x̓́xxxx,False,False,False,False,Gen,Neut,Plur,,,,,
οἰκοδομημάτων,οἰκοδομημάτων,οἰκοδομημάτων,οἰκοδομημάτων,των,ο,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,conj,0.0,οἰκιῶν,"(οἰκιῶν,)",False,xx̓xxxx́xxx,False,False,False,False,Gen,Neut,Plur,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,ROOT,0.0,·,(),False,·,False,True,False,False,,,,,,,,
εἶτα᾽,εἶτα᾽,εἶτα᾽,εἶτα᾽,τα᾽,ε,-20.0,PUNCT,V-,,ROOT,0.0,εἶτα᾽,(),False,xx̓͂xx᾽,False,False,False,False,,,,,,,,
ὥσπερ,ὥσπερ,ὥσπερ,ὥσπερ,περ,ω,-20.0,ADV,d--------,,advmod,0.0,ἀγαλματοφορεῖ,(),False,x̔́xxxx,False,False,False,False,,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,κηρῷ,(),False,x̓x,False,False,False,False,,,,,,,,
κηρῷ,κηρῷ,κηρῷ,κηρῷ,ῷ,κ,-20.0,NOUN,n-s---md-,Case=Dat|Gender=Masc|Number=Sing,obl,0.0,ἀγαλματοφορεῖ,(),False,xxxx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,
τῇ,τῇ,τῇ,τῇ,ῇ,τ,-20.0,DET,l-s---fd-,Case=Dat|Gender=Fem|Number=Sing,det,0.0,ψυχῇ,(),False,xx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,
ἑαυτοῦ,ἑαυτοῦ,ἑαυτοῦ,ἑαυτοῦ,οῦ,ε,-20.0,PRON,p-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,ψυχῇ,(),False,x̔xxxx͂,False,False,False,False,Gen,Masc,Sing,,,,,
ψυχῇ,ψυχῇ,ψυχῇ,ψυχῇ,ῇ,ψ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,nmod,0.0,κηρῷ,(),False,xxxx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,
τοὺς,τοὺς,τοὺς,τοὺς,ὺς,τ,-20.0,DET,l-p---ma-,Case=Acc|Gender=Masc|Number=Plur,det,0.0,τύπους,(),False,xxx̀x,False,False,False,False,Acc,Masc,Plur,,,,,
ἑκάστων,ἑκάστων,ἑκάστων,ἑκάστων,των,ε,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,τύπους,(),False,x̔xx́xxxx,False,False,False,False,Gen,Masc,Plur,,,,,
δεξάμενος,δεξάμενος,δεξάμενος,δεξάμενος,νος,δ,-20.0,VERB,v-sapmmn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid,advcl,0.0,ἀγαλματοφορεῖ,(),False,xxxx́xxxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Mid
τύπους,τύπους,τύπος,τύπους,ους,τ,-20.0,NOUN,n-p---ma-,Case=Acc|Gender=Masc|Number=Plur,obj,0.0,δεξάμενος,(),False,xx́xxxx,False,False,False,False,Acc,Masc,Plur,,,,,
ἀγαλματοφορεῖ,ἀγαλματοφορεῖ,ἀγαλματοφορεῖ,ἀγαλματοφορεῖ,εῖ,α,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,ἀγαλματοφορεῖ,"(ἄρχεται,)",False,x̓xxxx͂,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
νοητὴν,νοητὴν,νοητὴν,νοητὴν,ὴν,ν,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,πόλιν,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
πόλιν,πόλιν,πόλις,πόλιν,λιν,π,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,ἀγαλματοφορεῖ,(),False,xx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐνσφραγισάμενος,(),False,",",False,True,False,False,,,,,,,,
ἧς,ἧς,ἧς,ἧς,̔͂ς,η,-20.0,PRON,p-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,εἴδωλα,(),False,x̔͂x,False,False,False,False,Gen,Fem,Sing,,,,,
ἀνακινήσας,ἀνακινήσας,ἀνακινήζω,ἀνακινήσας,σας,α,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,ἐνσφραγισάμενος,"(τῆρας,)",False,x̓xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,εἴδωλα,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,
εἴδωλα,εἴδωλα,εἴδωλον,εἴδωλα,ωλα,ε,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,ἀνακινήσας,(),False,xx̓́xxxx,False,False,False,False,Acc,Neut,Plur,,,,,
μνήμῃ,μνήμῃ,μνήμῃ,μνήμῃ,μῃ,μ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,ἀνακινήσας,(),False,xxx́xxͅ,False,False,False,False,Dat,Fem,Sing,,,,,
τῇ,τῇ,τῇ,τῇ,ῇ,τ,-20.0,DET,l-s---fd-,Case=Dat|Gender=Fem|Number=Sing,det,0.0,μνήμῃ,(),False,xx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,
συμφύτῳ,συμφύτῳ,συμφύτῳ,συμφύτῳ,τῳ,σ,-20.0,ADJ,a-s---fd-,Case=Dat|Gender=Fem|Number=Sing,nmod,0.0,μνήμῃ,(),False,xxxx́xxͅ,False,False,False,False,Dat,Fem,Sing,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀνακινήσας,(),False,xxx̀,False,False,False,False,,,,,,,,
τοὺς,τοὺς,τοὺς,τοὺς,ὺς,τ,-20.0,DET,l-p---ma-,Case=Acc|Gender=Masc|Number=Plur,det,0.0,χαρακ,(),False,xxx̀x,False,False,False,False,Acc,Masc,Plur,,,,,
χαρακ,χαρακ,χαρακ,χαρακ,ρακ,χ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,τῆρας,(),False,xxxx,True,False,False,False,Acc,Neut,Plur,,,,,
τῆρας,τῆρας,τῆρω,τῆρας,ρας,τ,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,conj,0.0,ἀνακινήσας,"(ἀνακινήσας,)",False,xx͂xxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act
ἔτι,ἔτι,ἔτι,ἔτι,́τι,ε,-20.0,ADV,d--------,,advmod,0.0,μᾶλλον,(),False,x̓́xx,False,False,False,False,,,,,,,,
μᾶλλον,μᾶλλον,μᾶλλον,μᾶλλον,λον,μ,-20.0,ADV,d--------,,advmod,0.0,ἐνσφραγισάμενος,(),False,xx͂xxxx,False,False,False,False,,,,,,,,
ἐνσφραγισάμενος,ἐνσφραγισάμενος,ἐνσφραγισάμενος,ἐνσφραγισάμενος,νος,ε,-20.0,VERB,v-sapmmn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid,acl,0.0,πόλιν,(),False,x̓xxxx́xxxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Mid
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,δημιουργὸς,(),False,",",False,True,False,False,,,,,,,,
οἷα,οἷα,οἷα,οἷα,̔͂α,ο,-20.0,ADV,d--------,,advmod,0.0,δημιουργὸς,(),False,xx̔͂x,False,False,False,False,,,,,,,,
δημιουργὸς,δημιουργὸς,δημιουργὸς,δημιουργὸς,ὸς,δ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,dep,0.0,ἐνσφραγισάμενος,(),False,xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,
ἀγαθός,ἀγαθός,ἀγαθός,ἀγαθός,ός,α,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,δημιουργὸς,(),False,x̓xxxx́x,False,False,False,False,Nom,Masc,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,δημιουργὸς,(),False,",",False,True,False,False,,,,,,,,
ἀποβλέπων,ἀποβλέπων,ἀποβλέπω,ἀποβλέπων,πων,α,-20.0,VERB,v-sppamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ἄρχεται,(),False,x̓xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Pres,Part,Act
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,παράδειγμα,(),False,xx̓x,False,False,False,False,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,παράδειγμα,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,
παράδειγμα,παράδειγμα,παράδειγμα,παράδειγμα,γμα,π,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,ἀποβλέπων,(),False,xxxx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,παράδειγμα,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,λίθων,(),False,x̓x,False,False,False,False,,,,,,,,
