orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Mood,Number,Person,Tense,VerbForm,Voice,Case,Gender,Aspect
ἐδημιουργήθη,ἐδημιουργήθη,ἐδημιουργήθη,ἐδημιουργήθη,́θη,ε,-20.0,VERB,v3saip---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Pass,acl,0.0,στοιχεῖα,(),False,x̓xxxx́xx,False,False,False,False,Ind,Sing,3,Past,Fin,Pass,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,καθάπερ,(),False,",",False,True,False,False,,,,,,,,,
καθάπερ,καθάπερ,καθάπερ,καθάπερ,περ,κ,-20.0,ADV,c--------,,mark,0.0,ἐρρύη,(),False,xxxx́xxx,False,False,False,False,,,,,,,,,
ἀπὸ,ἀπὸ,ἀπὸ,ἀπὸ,πὸ,α,-20.0,ADP,r--------,,case,0.0,πηγῆς,(),False,x̓xx̀,False,False,False,False,,,,,,,,,
πηγῆς,πηγῆς,πηγῆς,πηγῆς,ῆς,π,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ἐρρύη,(),False,xxxx͂x,False,False,False,False,,Sing,,,,,Gen,Fem,
ἐρρύη,ἐρρύη,ἐρρύη,ἐρρύη,ύη,ε,-20.0,VERB,v3saip---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Pass,advcl,0.0,ἐδημιουργήθη,(),False,x̓xxx́x,False,False,False,False,Ind,Sing,3,Past,Fin,Pass,,,
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,τετράδος,(),False,xx͂x,False,False,False,False,,Sing,,,,,Gen,Fem,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,ἀριθμοῖς,(),False,x̓x,False,False,False,False,,,,,,,,,
ἀριθμοῖς,ἀριθμοῖς,ἀριθμοῖς,ἀριθμοῖς,ῖς,α,-20.0,NOUN,n-p---md-,Case=Dat|Gender=Masc|Number=Plur,nmod,0.0,τετράδος,(),False,x̓xxxx͂x,False,False,False,False,,Plur,,,,,Dat,Masc,
τετράδος,τετράδος,τετράς,τετράδος,δος,τ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ἐρρύη,(),False,xxxx́xxx,False,False,False,False,,Sing,,,,,Gen,Fem,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,στοιχεῖα,(),False,·,False,True,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,ROOT,0.0,καὶ,(),False,xxx̀,False,False,False,False,,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,τούτοις,(),False,xxx̀x,False,False,False,False,,,,,,,,,
τούτοις,τούτοις,τούτοις,τούτοις,οις,τ,-20.0,PRON,p-p---nd-,Case=Dat|Gender=Neut|Number=Plur,fixed,0.0,καὶ,(),False,xxx́xxxx,False,False,False,False,,Plur,,,,,Dat,Neut,
αἱ,αἱ,αἱ,αἱ,αἱ,α,-20.0,DET,l-p---fn-,Case=Nom|Gender=Fem|Number=Plur,det,0.0,ὧραι,(),False,xx̔,False,False,False,False,,Plur,,,,,Nom,Fem,
ἐτήσιοι,ἐτήσιοι,ἐτήσιος,ἐτήσιοι,ιοι,ε,-20.0,ADJ,a-p---fn-,Case=Nom|Gender=Fem|Number=Plur,nmod,0.0,ὧραι,(),False,x̓xx́xxxx,False,False,False,False,,Plur,,,,,Nom,Fem,
ὧραι,ὧραι,ὧρα,ὧραι,ραι,ω,-20.0,NOUN,n-p---fn-,Case=Nom|Gender=Fem|Number=Plur,nsubj,0.0,τούτοις,(),False,x̔͂xxx,False,False,False,False,,Plur,,,,,Nom,Fem,
τέτταρες,τέτταρες,τέτταρες,τέτταρες,ρες,τ,-20.0,ADJ,a-p---fn-,Case=Nom|Gender=Fem|Number=Plur,nmod,0.0,ὧραι,(),False,xx́xxxx,False,False,False,False,,Plur,,,,,Nom,Fem,
αἱ,αἱ,αἱ,αἱ,αἱ,α,-20.0,DET,l-p---fn-,Case=Nom|Gender=Fem|Number=Plur,det,0.0,ὧραι,(),False,xx̔,False,False,False,False,,Plur,,,,,Nom,Fem,
ζῴων,ζῴων,ζῴον,ζῴων,ͅων,ζ,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,αἴτιαι,"(φυτῶν,)",False,xx́ͅxx,False,False,False,False,,Plur,,,,,Gen,Neut,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ζῴων,(),False,xxx̀,False,False,False,False,,,,,,,,,
φυτῶν,φυτῶν,φυτῶν,φυτῶν,ῶν,φ,-20.0,NOUN,n-p---mg-,Case=Gen|Gender=Masc|Number=Plur,conj,0.0,ζῴων,"(ζῴων,)",False,xxxx͂x,False,False,False,False,,Plur,,,,,Gen,Masc,
αἴτιαι,αἴτιαι,αἴτιας,αἴτιαι,ιαι,α,-20.0,NOUN,n-p---fn-,Case=Nom|Gender=Fem|Number=Plur,xcomp,0.0,ὧραι,(),False,xx̓́xxxx,False,False,False,False,,Plur,,,,,Nom,Fem,
γενέσεως,γενέσεως,γενέσεως,γενέσεως,εως,γ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,αἴτιαι,(),False,xxxx́xxxx,False,False,False,False,,Sing,,,,,Gen,Fem,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,διανεμηθέντος,(),False,",",False,True,False,False,,,,,,,,,
τετραχῇ,τετραχῇ,τετραχῇ,τετραχῇ,ῇ,τ,-20.0,ADV,d--------,,advmod,0.0,διανεμηθέντος,(),False,xxxx͂ͅ,False,False,False,False,,,,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,ἐνιαυτοῦ,(),False,xxx͂,False,False,False,False,,Sing,,,,,Gen,Masc,
ἐνιαυτοῦ,ἐνιαυτοῦ,ἐνιαυτοῦ,ἐνιαυτοῦ,οῦ,ε,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nsubj,0.0,διανεμηθέντος,(),False,x̓xxxx͂,False,False,False,False,,Sing,,,,,Gen,Masc,
διανεμηθέντος,διανεμηθέντος,διανεμηθέντος,διανεμηθέντος,τος,δ,-20.0,VERB,v-sappmg-,Case=Gen|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,advcl,0.0,ὧραι,(),False,xxxx́xxxx,False,False,False,False,,Sing,,Past,Part,Pass,Gen,Masc,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,χειμῶνα,(),False,xx̓x,False,False,False,False,,,,,,,,,
χειμῶνα,χειμῶνα,χειμῶνα,χειμῶνα,͂να,χ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obl,0.0,διανεμηθέντος,"(ἔαρ, θέρος, μετόπωρον)",False,xxxx͂xx,False,False,False,False,,Sing,,,,,Acc,Masc,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,χειμῶνα,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἔαρ,ἔαρ,ἔαρ,ἔαρ,́αρ,ε,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,conj,0.0,χειμῶνα,"(χειμῶνα, θέρος, μετόπωρον)",False,x̓́xx,False,False,False,False,,Sing,,,,,Acc,Neut,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,χειμῶνα,(),False,xxx̀,False,False,False,False,,,,,,,,,
θέρος,θέρος,θέρος,θέρος,ρος,θ,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,conj,0.0,χειμῶνα,"(χειμῶνα, ἔαρ, μετόπωρον)",False,xx́xxx,False,False,False,False,,Sing,,,,,Acc,Neut,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,χειμῶνα,(),False,xxx̀,False,False,False,False,,,,,,,,,
μετόπωρον,μετόπωρον,μετόπωρον,μετόπωρον,ρον,μ,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,conj,0.0,χειμῶνα,"(χειμῶνα, ἔαρ, θέρος)",False,xxxx́xxxx,False,False,False,False,,Sing,,,,,Acc,Neut,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,τούτοις,(),False,.,False,True,False,False,,,,,,,,,
