orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
ὅπερ,ὅπερ,οσ̔́περ,ὅπερ,περ,ο,-20.0,PRON,p-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,ἐμφαίνει,(),False,x̔́xxx,False,False,False,False,Nom,Neut,Sing,,,,,,
ἐμφαίνει,ἐμφαίνει,ἐμφαίνω,ἐμφαίνει,νει,ε,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,advcl,0.0,ποιήσωμεν,(),False,x̓xxxx́xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act,
συμπαράληψιν,συμπαράληψιν,συμπαράληψις,συμπαράληψιν,ψιν,σ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,ἐμφαίνει,(),False,xxxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἑτέρων,ἑτέρων,ἑτέρος,ἑτέρων,ρων,ε,-20.0,ADJ,A-,Case=Gen|Gender=Masc|Number=Plur,amod,0.0,συμπαράληψιν,(),False,x̔xx́xxx,False,False,False,False,Gen,Masc,Plur,,,,,,
ὡς,ὡς,ὡς,ὡς,ὡς,ω,-20.0,ADV,d--------,,advmod,0.0,συνεργῶν,(),False,x̔x,False,False,False,False,,,,,,,,,
ἄν,ἄν,ἄν,ἄν,̓́ν,α,-20.0,ADV,d--------,,advmod,0.0,συνεργῶν,(),False,x̓́x,False,False,False,False,,,,,,,,,
συνεργῶν,συνεργῶν,συνεργῶν,συνεργῶν,ῶν,σ,-20.0,ADJ,A-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,συμπαράληψιν,(),False,xxxx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἵνα,(),False,",",False,True,False,False,,,,,,,,,
ἵνα,ἵνα,ἵνα,ἵνα,́να,ι,-20.0,SCONJ,c--------,,mark,0.0,ἐπιγράφηται,(),False,x̔́xx,False,False,False,False,,,,,,,,,
ταῖς,ταῖς,ταῖς,ταῖς,ῖς,τ,-20.0,DET,l-p---fd-,Case=Dat|Gender=Fem|Number=Plur,det,0.0,βουλαῖς,(),False,xxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ἐπιγράφηται,(),False,xx̀x,False,False,False,False,,,,,,,,,
ἀνεπιλήπτοις,ἀνεπιλήπτοις,ἀνεπιλήπτοις,ἀνεπιλήπτοις,οις,α,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,nmod,0.0,βουλαῖς,(),False,x̓xxxx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,
βουλαῖς,βουλαῖς,βουλαῖς,βουλαῖς,ῖς,β,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,ἐπιγράφηται,"(πράξεσιν,)",False,xxxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,βουλαῖς,(),True,xx,True,False,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,βουλαῖς,(),False,xxx̀,False,False,False,False,,,,,,,,,
πράξεσιν,πράξεσιν,πράξις,πράξεσιν,σιν,π,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,conj,0.0,βουλαῖς,"(βουλαῖς,)",False,xxx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,
ἀνθρώπου,ἀνθρώπου,ἀνθρώπου,ἀνθρώπου,που,α,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,βουλαῖς,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,,
κατορθοῦντος,κατορθοῦντος,κατορθοῦντος,κατορθοῦντος,τος,κ,-20.0,VERB,v-sppamg-,Case=Gen|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,nmod,0.0,ἀνθρώπου,(),False,xxxx͂xxxx,False,False,False,False,Gen,Masc,Sing,,,Pres,Part,Act,
ἐπιγράφηται,ἐπιγράφηται,ἐπιγράφω,ἐπιγράφηται,ται,ε,-20.0,VERB,v3spse---,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,advcl,0.0,ἐμφαίνει,"(ἕτεροι,)",False,x̓xxxx́xxxx,False,False,False,False,,,Sing,Sub,3,Pres,Fin,Mid,
θεὸς,θεὸς,θεὸς,θεὸς,ὸς,θ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἐπιγράφηται,(),False,xxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,θεὸς,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,
πάντων,πάντων,πάντος,πάντων,των,π,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,ἡγεμών,(),False,xx́xxxx,False,False,False,False,Gen,Masc,Plur,,,,,,
ἡγεμών,ἡγεμών,ἡγεμών,ἡγεμών,ών,η,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,θεὸς,(),False,x̔xxxx́x,False,False,False,False,Nom,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ταῖς,(),False,",",False,True,False,False,,,,,,,,,
ταῖς,ταῖς,ταῖς,ταῖς,ῖς,τ,-20.0,DET,l-p---fd-,Case=Dat|Gender=Fem|Number=Plur,det,0.0,ἐπιγράφηται,(),False,xxx͂x,False,False,False,False,Dat,Fem,Plur,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,ἐπιγράφηται,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,CCONJ,c--------,,advmod,0.0,ἕτεροι,(),False,’,False,True,False,False,,,,,,,,,
ἐναντίαις,ἐναντίαις,ἐναντίος,ἐναντίαις,αις,ε,-20.0,ADJ,a-p---fd-,Case=Dat|Gender=Fem|Number=Plur,orphan,0.0,ἕτεροι,(),False,x̓xxxx́xxx,False,False,False,False,Dat,Fem,Plur,,,,,,
ἕτεροι,ἕτεροι,ἕτερος,ἕτεροι,ροι,ε,-20.0,ADJ,a-p---mn-,Case=Nom|Gender=Masc|Number=Plur,conj,0.0,ἐπιγράφηται,"(ἐπιγράφηται,)",False,x̔́xxxx,False,False,False,False,Nom,Masc,Plur,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,ὑπηκόων,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,
ὑπηκόων,ὑπηκόων,ὑπηκόων,ὑπηκόων,́ων,υ,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,ἕτεροι,(),False,x̔xxxx́xx,False,False,False,False,Gen,Masc,Plur,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,φησι,(),False,·,False,True,False,False,,,,,,,,,
ἔδει,ἔδει,ἔδει,ἔδει,δει,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἔδει,(),False,x̓́xxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Act,Imp
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,ἔδει,(),False,xx̀x,False,False,False,False,,,,,,,,,
ἀναίτιον,ἀναίτιον,ἀναίτιος,ἀναίτιον,ιον,α,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἔδει,(),False,x̓xxx́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,
εἶναι,εἶναι,εἶναι,εἶναι,ναι,ε,-20.0,AUX,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,cop,0.0,ἀναίτιον,(),False,xx̓͂xxx,False,False,False,False,,,,,,Pres,Inf,Act,
κακοῦ,κακοῦ,κακοῦ,κακοῦ,οῦ,κ,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,ἀναίτιον,(),False,xxxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
τὸν,τὸν,τὸς,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,πατέρα,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
πατέρα,πατέρα,πατέρα,πατέρα,́ρα,π,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nsubj,0.0,ἀναίτιον,(),False,xxxx́xx,False,False,False,False,Acc,Masc,Sing,,,,,,
τοῖς,τοῖς,τοῖς,τοῖς,ῖς,τ,-20.0,DET,l-p---md-,Case=Dat|Gender=Masc|Number=Plur,det,0.0,ἐκγόνοις,(),False,xxx͂x,False,False,False,False,Dat,Masc,Plur,,,,,,
ἐκγόνοις,ἐκγόνοις,ἐκγόνοις,ἐκγόνοις,οις,ε,-20.0,ADJ,a-p---md-,Case=Dat|Gender=Masc|Number=Plur,nmod,0.0,ἀναίτιον,(),False,x̓xxx́xxxx,False,False,False,False,Dat,Masc,Plur,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἔδει,(),False,·,False,True,False,False,,,,,,,,,
κακὸν,κακὸν,κακὸν,κακὸν,ὸν,κ,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,ROOT,0.0,κακὸν,(),False,xxxx̀x,False,False,False,False,Nom,Neut,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,κακὸν,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,κακὸν,(),False,’,False,True,False,False,,,,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,det,0.0,κακία,(),False,x̔,False,False,False,False,Nom,Fem,Sing,,,,,,
κακία,κακία,κακία,κακία,ία,κ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,κακὸν,"(ἐνέργειαι,)",False,xxxx́x,False,False,False,False,Nom,Fem,Sing,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,κακία,(),False,xxx̀,False,False,False,False,,,,,,,,,
αἱ,αἱ,αἱ,αἱ,αἱ,α,-20.0,DET,l-p---fn-,Case=Nom|Gender=Fem|Number=Plur,det,0.0,ἐνέργειαι,(),False,xx̔,False,False,False,False,Nom,Fem,Plur,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,κακίαν,(),False,xxxx̀,False,False,False,False,,,,,,,,,
κακίαν,κακίαν,κακία,κακίαν,́αν,κ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ἐνέργειαι,(),False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἐνέργειαι,ἐνέργειαι,ἐνέργεια,ἐνέργειαι,ιαι,ε,-20.0,NOUN,n-p---fn-,Case=Nom|Gender=Fem|Number=Plur,conj,0.0,κακία,"(κακία,)",False,x̓xx́xxxx,False,False,False,False,Nom,Fem,Plur,,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,κακὸν,(),False,.,False,True,False,False,,,,,,,,,
