orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
εἰ,εἰ,εἰ,εἰ,εἰ,ε,-20.0,SCONJ,c--------,,mark,0.0,παραλαμβάνεται,(),False,xx̓,False,False,False,False,,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,εἰκὸς,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,c--------,,mark,0.0,παραλαμβάνεται,(),False,’,False,True,False,False,,,,,,,,,
ἀρχὴ,ἀρχὴ,ἀρχὴ,ἀρχὴ,χὴ,α,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,παραλαμβάνεται,(),False,x̓xxx̀,False,False,False,False,Nom,Fem,Sing,,,,,,
μὴ,μὴ,μὴ,μὴ,μὴ,μ,-20.0,ADV,d--------,,advmod,0.0,παραλαμβάνεται,(),False,xx̀,False,False,False,False,,,,,,,,,
παραλαμβάνεται,παραλαμβάνεται,παραλαμβάνω,παραλαμβάνεται,ται,π,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,advcl,0.0,εἰκὸς,(),False,xxxx́xxxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Mid,
τανῦν,τανῦν,τανῦν,τανῦν,ῦν,τ,-20.0,ADV,d--------,,advmod,0.0,παραλαμβάνεται,(),False,xxxx͂x,False,False,False,False,,,,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,CCONJ,c--------,,case,0.0,χρόνον,(),False,x̔,False,False,False,False,,,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,χρόνον,(),False,xxxx̀,False,False,False,False,,,,,,,,,
χρόνον,χρόνον,χρόνος,χρόνον,νον,χ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obl,0.0,παραλαμβάνεται,(),False,xxx́xxx,False,False,False,False,Acc,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,παραλαμβάνεται,(),False,",",False,True,False,False,,,,,,,,,
εἰκὸς,εἰκὸς,εἰκὸς,εἰκὸς,ὸς,ε,-20.0,NOUN,v-srpann-,Case=Nom|Gender=Neut|Number=Sing,ROOT,0.0,εἰκὸς,(),False,xx̓xx̀x,False,False,False,False,Nom,Neut,Sing,,,,,,
ἄν,ἄν,ἄν,ἄν,̓́ν,α,-20.0,ADV,d--------,,advmod,0.0,εἰκὸς,(),False,x̓́x,False,False,False,False,,,,,,,,,
εἴη,εἴη,εἴη,εἴη,̓́η,ε,-20.0,AUX,v3spoa---,Mood=Opt|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,εἰκὸς,(),False,xx̓́x,False,False,False,False,,,Sing,Opt,3,Pres,Fin,Act,
μηνύεσθαι,μηνύεσθαι,μηνύω,μηνύεσθαι,θαι,μ,-20.0,VERB,v--pne---,Tense=Pres|VerbForm=Inf|Voice=Mid,csubj,0.0,εἰκὸς,(),False,xxxx́xxxx,False,False,False,False,,,,,,Pres,Inf,Mid,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,μηνύεσθαι,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
κατά,κατά,κατά,κατά,τά,κ,-20.0,ADP,r--------,,case,0.0,ἀοͅιθμόν,(),False,xxxx́,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ἀοͅιθμόν,(),False,’,False,True,False,False,,,,,,,,,
ἀοͅιθμόν,ἀοͅιθμόν,ἀοͅιθμός,ἀοͅιθμόν,όν,α,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obl,0.0,μηνύεσθαι,(),False,x̓xͅxxxx́x,False,False,False,False,Acc,Masc,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὡς,(),False,",",False,True,False,False,,,,,,,,,
ὡς,ὡς,ὡς,ὡς,ὡς,ω,-20.0,SCONJ,c--------,,mark,0.0,ἐποίησε,(),False,x̔x,False,False,False,False,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,ἐποίησε,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τὸ,(),False,",",False,True,False,False,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐποίησε,(),False,",",False,True,False,False,,,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,ἀρχῇ,(),False,x̓x,False,False,False,False,,,,,,,,,
ἀρχῇ,ἀρχῇ,ἀρχῇ,ἀρχῇ,ῇ,α,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,ἐποίησε,(),False,x̓xxx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,,
ἐποίησε,ἐποίησε,ἐποίησε,ἐποίησε,ησε,ε,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,fixed,0.0,τὸ,(),False,x̓xxx́xxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Act,
ἴσον,ἴσον,ἴσος,ἴσον,σον,ι,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,xcomp,0.0,ἐποίησε,(),False,x̓́xxx,False,False,False,False,Acc,Masc,Sing,,,,,,
εἶναι,εἶναι,εἶναι,εἶναι,ναι,ε,-20.0,AUX,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,cop,0.0,ἴσον,(),False,xx̓͂xxx,False,False,False,False,,,,,,Pres,Inf,Act,
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---nd-,Case=Dat|Gender=Neut|Number=Sing,iobj,0.0,ἐποίησε,(),False,xx͂ͅ,False,False,False,False,Dat,Neut,Sing,,,,,,
πρῶτον,πρῶτον,πρῶτος,πρῶτον,τον,π,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,xcomp,0.0,ἐποίησε,(),False,xxx͂xxx,False,False,False,False,Acc,Neut,Sing,,,,,,
ἐποίησε,ἐποίησε,ἐποίησε,ἐποίησε,ησε,ε,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,advcl,0.0,μηνύεσθαι,(),False,x̓xxx́xxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Act,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,οὐρανόν,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
οὐρανόν,οὐρανόν,οὐρανός,οὐρανόν,όν,ο,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nsubj,0.0,ἐποίησε,(),False,xx̓xxxx́x,False,False,False,False,Acc,Masc,Sing,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,εἰκὸς,(),False,·,False,True,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,εὔλογον,(),False,xxx̀,False,False,False,False,,,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,εὔλογον,(),False,xx̀x,False,False,False,False,,,,,,,,,
εὔλογον,εὔλογον,εὔλογος,εὔλογον,γον,ε,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,ROOT,0.0,εὔλογον,(),False,xx̓́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,ἐλθεῖν,(),False,xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,,
ὄντι,ὄντι,ὄντι,ὄντι,ντι,ο,-20.0,AUX,v-sppamd-,Case=Dat|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,fixed,0.0,τῷ,(),False,x̓́xxx,False,False,False,False,Dat,Masc,Sing,,,Pres,Part,Act,
πρῶτον,πρῶτον,πρῶτος,πρῶτον,τον,π,-20.0,ADJ,a-s---mas,Case=Acc|Gender=Masc|Number=Sing,xcomp,0.0,αὐτὸν,(),False,xxx͂xxx,False,False,False,False,Acc,Masc,Sing,,,,,,
