orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,δόγμα,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἐμόν,(),False,xx̀,False,False,False,False,,,,,,,,
δόγμα,δόγμα,δόγμα,δόγμα,γμα,δ,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,ἐμόν,(),False,xx́xxx,False,False,False,False,Nom,Neut,Sing,,,,,
τοῦτο,τοῦτο,τοῦτος,τοῦτο,͂το,τ,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nmod,0.0,δόγμα,(),False,xxx͂xx,False,False,False,False,Nom,Neut,Sing,,,,,
μωυσέως,μωυσέως,μωυσέως,μωυσέως,́ως,μ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,δόγμα,(),False,xxxx́xx,False,False,False,False,Gen,Masc,Sing,,,,,
ἐστί,ἐστί,ἐστί,ἐστί,τί,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,δόγμα,(),False,x̓xxx́,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐμόν,(),False,",",False,True,False,False,,,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,ἐμόν,(),False,xx̓,False,False,False,False,,,,,,,,
ἐμόν,ἐμόν,ἐμός,ἐμόν,όν,ε,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,ROOT,0.0,ἐμόν,(),False,x̓xx́x,False,False,False,False,Nom,Neut,Sing,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἐμόν,(),False,·,False,True,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,γένεσιν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
γοῦν,γοῦν,γοῦν,γοῦν,ῦν,γ,-20.0,ADV,d--------,,advmod,0.0,ὁμολογεῖ,(),False,xxx͂x,False,False,False,False,,,,,,,,
ἀνθρώπου,ἀνθρώπου,ἀνθρώπου,ἀνθρώπου,που,α,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,γένεσιν,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,
γένεσιν,γένεσιν,γένεσις,γένεσιν,σιν,γ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,ἀναγράφων,(),False,xx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,
ἀναγράφων,ἀναγράφων,ἀναγράφων,ἀναγράφων,φων,α,-20.0,VERB,v-sppamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ὁμολογεῖ,(),False,x̓xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Pres,Part,Act
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,ἔπειτα,(),False,x̓x,False,False,False,False,,,,,,,,
τοῖς,τοῖς,τοῖς,τοῖς,ῖς,τ,-20.0,DET,l-p---nd-,Case=Dat|Gender=Neut|Number=Plur,det,0.0,ἔπειτα,(),False,xxx͂x,False,False,False,False,Dat,Neut,Plur,,,,,
ἔπειτα,ἔπειτα,ἔπειτα,ἔπειτα,ιτα,ε,-20.0,ADV,d--------,,advmod,0.0,ἀναγράφων,(),False,x̓́xxxx,False,False,False,False,,,,,,,,
διαρρήδην,διαρρήδην,διαρρήδην,διαρρήδην,δην,δ,-20.0,ADV,d--------,,advmod,0.0,ὁμολογεῖ,(),False,xxxx́xxx,False,False,False,False,,,,,,,,
