orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
τετράγωνός,τετράγωνός,τετράγωνός,τετράγωνός,ός,τ,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,ROOT,0.0,τετράγωνός,"(ἕβδομος,)",False,xxxx́xxxx́x,False,False,False,False,Nom,Masc,Sing,,,,,
ἐστι,ἐστι,ἐστι,ἐστι,στι,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,τετράγωνός,(),False,x̓xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὁ,(),False,",",False,True,False,False,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,κύβος,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,τετράγωνός,(),False,xx̀,False,False,False,False,,,,,,,,
τέταρτος,τέταρτος,τέταρτος,τέταρτος,τος,τ,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,amod,0.0,κύβος,(),False,xx́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὀκτώ,(),False,",",False,True,False,False,,,,,,,,
ὀκτώ,ὀκτώ,ὀκτώ,ὀκτώ,τώ,ο,-20.0,NUM,m--------,,ccomp,0.0,τέταρτος,(),False,x̓xxx́,False,False,False,False,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὀκτώ,(),False,",",False,True,False,False,,,,,,,,
κύβος,κύβος,κύβος,κύβος,βος,κ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,τετράγωνός,(),False,xx́xxx,False,False,False,False,Nom,Masc,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὁ,(),False,",",False,True,False,False,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,κύβος,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,cc,0.0,τετράγωνός,(),False,xx̀,False,False,False,False,,,,,,,,
ἕβδομος,ἕβδομος,ἕβδομος,ἕβδομος,μος,ε,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,conj,0.0,τετράγωνός,"(τετράγωνός,)",False,x̔́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τέσσαρα,(),False,",",False,True,False,False,,,,,,,,
τέσσαρα,τέσσαρα,τέσσαρας,τέσσαρα,αρα,τ,-20.0,NUM,m-p---nn-,Case=Nom|Gender=Neut|Number=Plur,appos,0.0,τετράγωνός,(),False,xx́xxxx,False,False,False,False,Nom,Neut,Plur,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,ἑξήκοντα,(),False,xxx̀x,False,False,False,False,,,,,,,,
τοῖς,τοῖς,τοῖς,τοῖς,ῖς,τ,-20.0,DET,l-p---md-,Case=Dat|Gender=Masc|Number=Plur,det,0.0,ἑξήκοντα,(),False,xxx͂x,False,False,False,False,Dat,Masc,Plur,,,,,
ἑξήκοντα,ἑξήκοντα,ἑξήκοντα,ἑξήκοντα,ντα,ε,-20.0,NUM,m--------,,nmod,0.0,τέσσαρα,(),False,x̔xx́xxxx,False,False,False,False,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἑξήκοντα,(),False,",",False,True,False,False,,,,,,,,
κύβος,κύβος,κύβος,κύβος,βος,κ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,τέσσαρα,"(τετράγωνος,)",False,xx́xxx,False,False,False,False,Nom,Masc,Sing,,,,,
ὁμοῦ,ὁμοῦ,ὁμοῦ,ὁμοῦ,οῦ,ο,-20.0,ADV,d--------,,advmod,0.0,κύβος,(),False,x̔xxx͂,False,False,False,False,,,,,,,,
