orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,κύβος,(),False,xxx̀,False,False,False,False,,,,,,,,
τετράγωνος,τετράγωνος,τετράγωνος,τετράγωνος,νος,τ,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,conj,0.0,κύβος,"(κύβος,)",False,xxxx́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,τετράγωνός,(),False,·,False,True,False,False,,,,,,,,
ὡς,ὡς,ὡς,ὡς,ὡς,ω,-20.0,ADV,d--------,,mark,0.0,τελεσφόρον,(),False,x̔x,False,False,False,False,,,,,,,,
εἶναι,εἶναι,εἶναι,εἶναι,ναι,ε,-20.0,AUX,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,cop,0.0,τελεσφόρον,(),False,xx̓͂xxx,False,False,False,False,,,,,,Pres,Inf,Act
τελεσφόρον,τελεσφόρον,τελεσφόρος,τελεσφόρον,ρον,τ,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,ROOT,0.0,τελεσφόρον,(),False,xxxx́xxx,False,False,False,False,Acc,Masc,Sing,,,,,
ὄντως,ὄντως,ὄντως,ὄντως,τως,ο,-20.0,ADV,d--------,,advmod,0.0,τελεσφόρον,(),False,x̓́xxxx,False,False,False,False,,,,,,,,
τὸν,τὸν,τὸς,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,ἀριθμόν,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,
ἕβδομον,ἕβδομον,ἕβδομος,ἕβδομον,μον,ε,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,ἀριθμόν,(),False,x̔́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,
ἀριθμόν,ἀριθμόν,ἀριθμός,ἀριθμόν,όν,α,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nsubj,0.0,τελεσφόρον,(),False,x̓xxxx́x,False,False,False,False,Acc,Masc,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,καταγγέλλοντα,(),False,",",False,True,False,False,,,,,,,,
ἀμφοτέρας,ἀμφοτέρας,ἀμφοτέρος,ἀμφοτέρας,ρας,α,-20.0,ADJ,a-p---fa-,Case=Acc|Gender=Fem|Number=Plur,nmod,0.0,ἰσότητας,(),False,x̓xxxx́xxx,False,False,False,False,Acc,Fem,Plur,,,,,
τὰς,τὰς,τὰς,τὰς,ὰς,τ,-20.0,DET,l-p---fa-,Case=Acc|Gender=Fem|Number=Plur,det,0.0,ἰσότητας,(),False,xx̀x,False,False,False,False,Acc,Fem,Plur,,,,,
ἰσότητας,ἰσότητας,ἰσότητας,ἰσότητας,τας,ι,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,obj,0.0,καταγγέλλοντα,(),False,x̓xx́xxxx,False,False,False,False,Acc,Fem,Plur,,,,,
καταγγέλλοντα,καταγγέλλοντα,καταγγέλλω,καταγγέλλοντα,ντα,κ,-20.0,VERB,v-sppama-,Case=Acc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,τελεσφόρον,(),False,xxxx́xxxx,False,False,False,False,Acc,Masc,Sing,,,Pres,Part,Act
τήν,τήν,τήν,τήν,ήν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,συγγένειαν,(),False,xx́x,False,False,False,False,Acc,Fem,Sing,,,,,
τὲ,τὲ,τὲ,τὲ,τὲ,τ,-20.0,CCONJ,d--------,,cc,0.0,συγγένειαν,(),False,xx̀,False,False,False,False,,,,,,,,
’,’,ά,',’,’,-20.0,ADV,d--------,,case,0.0,ἐπίπεδον,(),False,’,False,True,False,False,,,,,,,,
ἐπίπεδον,ἐπίπεδον,ἐπίπεδος,ἐπίπεδον,δον,ε,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,συγγένειαν,(),False,x̓xx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,
διὰ,διὰ,διὰ,διὰ,ιὰ,δ,-20.0,ADP,r--------,,case,0.0,τετραγώνου,(),False,xxx̀,False,False,False,False,,,,,,,,
τετραγώνου,τετραγώνου,τετραγώνος,τετραγώνου,νου,τ,-20.0,NOUN,Nb,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,ἐπίπεδον,(),False,xxxx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,συγγένειαν,(),False,xxxx̀,False,False,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,συγγένειαν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,τριάδα,(),False,xxx̀x,False,False,False,False,,,,,,,,
τριάδα,τριάδα,τριάς,τριάδα,́δα,τ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,συγγένειαν,(),False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
συγγένειαν,συγγένειαν,συγγένεια,συγγένειαν,ιαν,σ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,καταγγέλλοντα,(),False,xxxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,συγγένειαν,(),False,xxx̀,False,False,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,στερεὰν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
στερεὰν,στερεὰν,στερεὰν,στερεὰν,ὰν,σ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,συγγένειαν,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
διὰ,διὰ,διὰ,διὰ,ιὰ,δ,-20.0,ADP,r--------,,case,0.0,κύβου,(),False,xxx̀,False,False,False,False,,,,,,,,
κύβου,κύβου,κύβος,κύβου,βου,κ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,obl,0.0,καταγγέλλοντα,(),False,xx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,οἰκειότητα,(),False,xxxx̀,False,False,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,οἰκειότητα,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,τετράδα,(),False,xxx̀x,False,False,False,False,,,,,,,,
τετράδα,τετράδα,τετράς,τετράδα,́δα,τ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,οἰκειότητα,(),False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
οἰκειότητα,οἰκειότητα,οἰκειότης,οἰκειότητα,ητα,ο,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,καταγγέλλοντα,(),False,xx̓xxxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,τελεσφόρον,(),False,·,False,True,False,False,,,,,,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,τριάδος,(),False,x̓x,False,False,False,False,,,,,,,,
τριάδος,τριάδος,τριάς,τριάδος,δος,τ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἑβδομάς,(),False,xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἑβδομάς,(),False,xx̀,False,False,False,False,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,dep,0.0,ἑβδομάς,(),False,xxx̀,False,False,False,False,,,,,,,,
τετράδος,τετράδος,τετράς,τετράδος,δος,τ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,dep,0.0,ἑβδομάς,(),False,xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,
ἑβδομάς,ἑβδομάς,ἑβδομάς,ἑβδομάς,άς,ε,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,ROOT,0.0,ἑβδομάς,(),False,x̔xxxx́x,False,False,False,False,Acc,Fem,Plur,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἑβδομάς,(),False,.,False,True,False,False,,,,,,,,
