orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,θετέον,(),False,xxx̀,False,False,False,False,,,,,,,,
ταῦτα,ταῦτα,ταῦτα,ταῦτα,͂τα,τ,-20.0,PRON,p-p---na-,Case=Acc|Gender=Neut|Number=Plur,fixed,0.0,καὶ,(),False,xxx͂xx,False,False,False,False,Acc,Neut,Plur,,,,,
μέντοι,μέντοι,μέντοι,μέντοι,τοι,μ,-20.0,ADV,d--------,,advmod,0.0,θετέον,(),False,xx́xxxx,False,False,False,False,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,μέντοι,(),False,",",False,True,False,False,,,,,,,,
πρωίαν,πρωίαν,πρωία,πρωίαν,́αν,π,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,λέγω,"(ἑσπέραν,)",False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
λέγω,λέγω,λέγω,λέγω,́γω,λ,-20.0,VERB,v1spia---,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,advcl,0.0,θετέον,(),False,xx́xx,False,False,False,False,,,Sing,Ind,1,Pres,Fin,Act
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,λέγω,(),False,xxx̀,False,False,False,False,,,,,,,,
ἑσπέραν,ἑσπέραν,ἑσπέρα,ἑσπέραν,ραν,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,πρωίαν,"(πρωίαν,)",False,x̔xxx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,λέγω,(),False,",",False,True,False,False,,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,τάξει,(),False,x̓x,False,False,False,False,,,,,,,,
τῇ,τῇ,τῇ,τῇ,ῇ,τ,-20.0,DET,l-s---fd-,Case=Dat|Gender=Fem|Number=Sing,det,0.0,τάξει,(),False,xx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,
τάξει,τάξει,τάξις,τάξει,ξει,τ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,θετέον,(),False,xx́xxx,False,False,False,False,Dat,Fem,Sing,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,ἀσωμάτων,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,
ἀσωμάτων,ἀσωμάτων,ἀσωμάτων,ἀσωμάτων,των,α,-20.0,ADJ,a-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,τάξει,"(νοητῶν,)",False,x̓xxxx́xxx,False,False,False,False,Gen,Neut,Plur,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀσωμάτων,(),False,xxx̀,False,False,False,False,,,,,,,,
νοητῶν,νοητῶν,νοητῶν,νοητῶν,ῶν,ν,-20.0,ADJ,a-p---ng-,Case=Gen|Gender=Neut|Number=Plur,conj,0.0,ἀσωμάτων,"(ἀσωμάτων,)",False,xxxx͂x,False,False,False,False,Gen,Neut,Plur,,,,,
θετέον,θετέον,θετέος,θετέον,́ον,θ,-20.0,VERB,a-s---nn-,Mood=Imp|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,θετέον,(),False,xxxx́xx,False,False,False,False,,,Plur,Imp,2,Pres,Fin,Act
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,θετέον,(),False,·,False,True,False,False,,,,,,,,
ὅλως,ὅλως,ὅλως,ὅλως,λως,ο,-20.0,ADV,d--------,,advmod,0.0,αἰσθητὸν,(),False,x̔́xxx,False,False,False,False,,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,αἰσθητὸν,(),False,xx̀x,False,False,False,False,,,,,,,,
οὐδὲν,οὐδὲν,οὐδὲν,οὐδὲν,ὲν,ο,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nmod,0.0,αἰσθητὸν,(),False,xx̓xx̀x,False,False,False,False,Nom,Neut,Sing,,,,,
αἰσθητὸν,αἰσθητὸν,αἰσθητὸν,αἰσθητὸν,ὸν,α,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,ROOT,0.0,αἰσθητὸν,"(ἰδέαι, μέτρα, τύποι, σφραγῖδες)",False,xx̓xxxx̀x,False,False,False,False,Nom,Neut,Sing,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,τούτοις,(),False,x̓x,False,False,False,False,,,,,,,,
τούτοις,τούτοις,τούτοις,τούτοις,οις,τ,-20.0,PRON,p-p---nd-,Case=Dat|Gender=Neut|Number=Plur,nmod,0.0,αἰσθητὸν,(),False,xxx́xxxx,False,False,False,False,Dat,Neut,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀλλὰ,(),False,",",False,True,False,False,,,,,,,,
ἀλλὰ,ἀλλὰ,ἀλλὰ,ἀλλὰ,λὰ,α,-20.0,CCONJ,c--------,,cc,0.0,αἰσθητὸν,(),False,x̓xxx̀,False,False,False,False,,,,,,,,
πάντα,πάντα,πάντα,πάντα,ντα,π,-20.0,ADJ,a-p---nn-,Case=Nom|Gender=Neut|Number=Plur,nsubj,0.0,ἰδέαι,(),False,xx́xxx,False,False,False,False,Nom,Neut,Plur,,,,,
ἰδέαι,ἰδέαι,ἰδέα,ἰδέαι,́αι,ι,-20.0,NOUN,n-p---fn-,Case=Nom|Gender=Fem|Number=Plur,conj,0.0,αἰσθητὸν,"(αἰσθητὸν, μέτρα, τύποι, σφραγῖδες)",False,x̓xx́xx,False,False,False,False,Nom,Fem,Plur,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,ἰδέαι,(),False,xxx̀,False,False,False,False,,,,,,,,
μέτρα,μέτρα,μέτρον,μέτρα,τρα,μ,-20.0,NOUN,n-p---nn-,Case=Nom|Gender=Neut|Number=Plur,conj,0.0,ἰδέαι,"(αἰσθητὸν, ἰδέαι, τύποι, σφραγῖδες)",False,xx́xxx,False,False,False,False,Nom,Neut,Plur,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,ἰδέαι,(),False,xxx̀,False,False,False,False,,,,,,,,
