orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
τύποι,τύποι,τύπος,τύποι,ποι,τ,-20.0,NOUN,n-p---mn-,Case=Nom|Gender=Masc|Number=Plur,conj,0.0,ἰδέαι,"(αἰσθητὸν, ἰδέαι, μέτρα, σφραγῖδες)",False,xx́xxx,False,False,False,False,Nom,Masc,Plur,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,advmod,0.0,ἰδέαι,(),False,xxx̀,False,False,False,False,,,,,,,,
σφραγῖδες,σφραγῖδες,σφραγῖς,σφραγῖδες,δες,σ,-20.0,NOUN,n-p---fn-,Case=Nom|Gender=Fem|Number=Plur,conj,0.0,ἰδέαι,"(αἰσθητὸν, ἰδέαι, μέτρα, τύποι)",False,xxxx͂xxx,False,False,False,False,Nom,Fem,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,γένεσιν,(),False,",",False,True,False,False,,,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,γένεσιν,(),False,xx̓x,False,False,False,False,,,,,,,,
γένεσιν,γένεσιν,γένος,γένεσιν,σιν,γ,-20.0,NOUN,n-p---nd-,Case=Dat|Gender=Neut|Number=Plur,obl,0.0,ἰδέαι,(),False,xx́xxxx,False,False,False,False,Dat,Neut,Plur,,,,,
ἄλλων,ἄλλων,ἄλλος,ἄλλων,λων,α,-20.0,ADJ,a-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,γένεσιν,(),False,x̓́xxxx,False,False,False,False,Gen,Neut,Plur,,,,,
ἀσώματα,ἀσώματα,ἀσώματος,ἀσώματα,ατα,α,-20.0,ADJ,a-p---nn-,Case=Nom|Gender=Neut|Number=Plur,nmod,0.0,γένεσιν,(),False,x̓xx́xxxx,False,False,False,False,Nom,Neut,Plur,,,,,
σωμάτων,σωμάτων,σωμάτων,σωμάτων,των,σ,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,ἀσώματα,(),False,xxxx́xxx,False,False,False,False,Gen,Neut,Plur,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,αἰσθητὸν,(),False,.,False,True,False,False,,,,,,,,
