orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,πόσα,(),False,xx̓x,False,False,False,False,,,,,,,,
πόσα,πόσα,πόσος,πόσα,́σα,π,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,nmod,0.0,οὓς,(),False,xx́xx,False,False,False,False,Acc,Neut,Plur,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,φαίην,(),False,xx̀,False,False,False,False,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,δὲ,(),False,’,False,True,False,False,,,,,,,,
ἄλλα,ἄλλα,ἄλλος,ἄλλα,λλα,α,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,nmod,0.0,οὓς,(),False,x̓́xxx,False,False,False,False,Acc,Neut,Plur,,,,,
φαίην,φαίην,φαίην,φαίην,́ην,φ,-20.0,VERB,v1spoa---,Mood=Opt|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,φαίην,(),False,xxx́xx,False,False,False,False,,,Sing,Opt,1,Pres,Fin,Act
ἄν,ἄν,ἄν,ἄν,̓́ν,α,-20.0,ADV,d--------,,advmod,0.0,φαίην,(),False,x̓́x,False,False,False,False,,,,,,,,
ἔγωγε,ἔγωγε,ἔγωγε,ἔγωγε,ωγε,ε,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,φαίην,(),False,x̓́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,ἀδηλουμένων,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,
ἡμῖν,ἡμῖν,ἡμῖν,ἡμῖν,ῖν,η,-20.0,PRON,p1p---md-,Case=Dat|Gender=Masc|Number=Plur|Person=1,obj,0.0,ἀδηλουμένων,(),False,x̔xx͂x,False,False,False,False,Dat,Masc,Plur,,1,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ἀδηλουμένων,(),False,xx̀x,False,False,False,False,,,,,,,,
ἀδηλουμένων,ἀδηλουμένων,ἀδηλουμένων,ἀδηλουμένων,νων,α,-20.0,VERB,v-prpemg-,Case=Gen|Gender=Masc|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Mid,nmod,0.0,διαμονήν,"(γνώριμα,)",False,x̓xxxx́xxx,False,False,False,False,Gen,Masc,Plur,,,Pres,Part,Mid
—,—,—,-,—,—,-20.0,PUNCT,u--------,,punct,0.0,ἀδηλουμένων,(),False,—,False,True,False,False,,,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,γνώριμα,(),False,xx̓,False,False,False,False,,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,γνώριμα,(),False,xx̀x,False,False,False,False,,,,,,,,
πάντα,πάντα,πάντα,πάντα,ντα,π,-20.0,ADJ,a-p---nn-,Case=Nom|Gender=Neut|Number=Plur,nsubj,0.0,γνώριμα,(),False,xx́xxx,False,False,False,False,Nom,Neut,Plur,,,,,
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---nd-,Case=Dat|Gender=Neut|Number=Sing,det,0.0,γένει,(),False,xx͂ͅ,False,False,False,False,Dat,Neut,Sing,,,,,
θνητῷ,θνητῷ,θνητῷ,θνητῷ,ῷ,θ,-20.0,ADJ,a-s---nd-,Case=Dat|Gender=Neut|Number=Sing,nmod,0.0,γένει,(),False,xxxx͂ͅ,False,False,False,False,Dat,Neut,Sing,,,,,
γένει,γένει,γένος,γένει,νει,γ,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,obl,0.0,γνώριμα,(),False,xx́xxx,False,False,False,False,Dat,Neut,Sing,,,,,
γνώριμα,γνώριμα,γνώριμος,γνώριμα,ιμα,γ,-20.0,ADJ,a-p---nn-,Case=Nom|Gender=Neut|Number=Plur,conj,0.0,ἀδηλουμένων,"(ἀδηλουμένων,)",False,xxx́xxxx,False,False,False,False,Nom,Neut,Plur,,,,,
—,—,—,-,—,—,-20.0,PUNCT,u--------,,punct,0.0,γνώριμα,(),False,—,False,True,False,False,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,πρὸς,(),False,",",False,True,False,False,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,γένει,(),False,xxx̀x,False,False,False,False,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,ἀδηλουμένων,(),False,xx̀,False,False,False,False,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,συνεργούντων,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,ὅλου,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,
ὅλου,ὅλου,ὅλος,ὅλου,λου,ο,-20.0,ADJ,a-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,συνεργούντων,(),False,x̔́xxx,False,False,False,False,Gen,Masc,Sing,,,,,
συνεργούντων,συνεργούντων,συνεργούντων,συνεργούντων,των,σ,-20.0,VERB,v-pppamg-,Case=Gen|Gender=Masc|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act,nmod,0.0,διαμονήν,(),False,xxxx́xxxx,False,False,False,False,Gen,Masc,Plur,,,Pres,Part,Act
διαμονήν,διαμονήν,διαμονή,διαμονήν,ήν,δ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nsubj,0.0,συμβαίνει,(),False,xxxx́x,False,False,False,False,Acc,Fem,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὥρισε,(),False,",",False,True,False,False,,,,,,,,
ἃ,ἃ,ἃ,ἃ,ἃ,α,-20.0,PRON,p-p---nn-,Case=Nom|Gender=Neut|Number=Plur,nsubj,0.0,ὥρισε,(),False,x̔̀,False,False,False,False,Nom,Neut,Plur,,,,,
θεσμοῖς,θεσμοῖς,θεσμοῖς,θεσμοῖς,ῖς,θ,-20.0,NOUN,n-p---md-,Case=Dat|Gender=Masc|Number=Plur,obl,0.0,ὥρισε,"(νόμοις,)",False,xxxx͂x,False,False,False,False,Dat,Masc,Plur,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,θεσμοῖς,(),False,xxx̀,False,False,False,False,,,,,,,,
νόμοις,νόμοις,νόμος,νόμοις,οις,ν,-20.0,NOUN,n-p---md-,Case=Dat|Gender=Masc|Number=Plur,conj,0.0,θεσμοῖς,"(θεσμοῖς,)",False,xx́xxxx,False,False,False,False,Dat,Masc,Plur,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὥρισε,(),False,",",False,True,False,False,,,,,,,,
οὓς,οὓς,οὓς,οὓς,̔̀ς,ο,-20.0,PRON,p-p---ma-,Case=Acc|Gender=Masc|Number=Plur,obj,0.0,ὥρισε,(),False,xx̔̀x,False,False,False,False,Acc,Masc,Plur,,,,,
ὥρισε,ὥρισε,ὥρισε,ὥρισε,ισε,ω,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,acl,0.0,διαμονήν,(),False,x̔́xxxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Act
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,θεὸς,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,
θεὸς,θεὸς,θεὸς,θεὸς,ὸς,θ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ὥρισε,(),False,xxx̀x,False,False,False,False,Nom,Masc,Sing,,,,,
ἀκινήτους,ἀκινήτους,ἀκινήτους,ἀκινήτους,ους,α,-20.0,ADJ,a-p---ma-,Case=Acc|Gender=Masc|Number=Plur,advmod,0.0,ὥρισε,(),False,x̓xxxx́xxxx,False,False,False,False,Acc,Masc,Plur,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,παντί,(),False,x̓x,False,False,False,False,,,,,,,,
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---nd-,Case=Dat|Gender=Neut|Number=Sing,det,0.0,παντί,(),False,xx͂ͅ,False,False,False,False,Dat,Neut,Sing,,,,,
παντί,παντί,παντί,παντί,τί,π,-20.0,ADJ,a-s---nd-,Case=Dat|Gender=Neut|Number=Sing,obl,0.0,ἀκινήτους,(),False,xxxx́,False,False,False,False,Dat,Neut,Sing,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,παντί,(),False,",",False,True,False,False,,,,,,,,
συμβαίνει,συμβαίνει,συμβαίνω,συμβαίνει,νει,σ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,appos,0.0,φαίην,(),False,xxxx́xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
πάντη,πάντη,πάντη,πάντη,ντη,π,-20.0,ADV,d--------,,advmod,0.0,συμβαίνει,"(πάντως,)",False,xx́xxx,False,False,False,False,,,,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,πάντη,(),True,xx,True,False,False,False,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,πάντη,(),False,xxx̀,False,False,False,False,,,,,,,,
πάντως,πάντως,πάντως,πάντως,τως,π,-20.0,ADV,d--------,,conj,0.0,πάντη,"(πάντη,)",False,xx́xxxx,False,False,False,False,,,,,,,,
ἐπῖτελεῖσθαι,ἐπῖτελεῖσθαι,ἐπῖτελεῖσθαι,ἐπῖτελεῖσθαι,θαι,ε,-20.0,VERB,v--pne---,Tense=Pres|VerbForm=Inf|Voice=Mid,csubj,0.0,συμβαίνει,(),False,x̓xx͂xxxx͂xxxx,False,False,False,False,,,,,,Pres,Inf,Mid
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,φαίην,(),False,.,False,True,False,False,,,,,,,,
