orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,διατείνουσιν,(),False,xx̓x,False,False,False,False,,,,,,,,
τοσαύτας,τοσαύτας,τοσαύτας,τοσαύτας,τας,τ,-20.0,ADJ,a-p---fa-,Case=Acc|Gender=Fem|Number=Plur,nmod,0.0,διατείνουσιν,(),False,xxxx́xxx,False,False,False,False,Acc,Fem,Plur,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ὠφελείας,(),False,xxx̀,False,False,False,False,,,,,,,,
οὕτως,οὕτως,οὕτως,οὕτως,τως,ο,-20.0,ADV,d--------,,advmod,0.0,ἀναγκαίας,(),False,xx̔́xxx,False,False,False,False,,,,,,,,
ἀναγκαίας,ἀναγκαίας,ἀναγκαίας,ἀναγκαίας,́ας,α,-20.0,ADJ,a-p---fa-,Case=Acc|Gender=Fem|Number=Plur,dep,0.0,διατείνουσιν,(),False,x̓xxxx́xx,False,False,False,False,Acc,Fem,Plur,,,,,
διατείνουσιν,διατείνουσιν,διατείνω,διατείνουσιν,σιν,δ,-20.0,VERB,v3ppia---,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,διατείνουσιν,(),False,xxxx́xxxx,False,False,False,False,,,Plur,Ind,3,Pres,Fin,Act
ὠφελείας,ὠφελείας,ὠφελείη,ὠφελείας,́ας,ω,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,obj,0.0,διατείνουσιν,(),False,x̓xxxx́xx,False,False,False,False,Acc,Fem,Plur,,,,,
αἱ,αἱ,αἱ,αἱ,αἱ,α,-20.0,DET,l-p---fn-,Case=Nom|Gender=Fem|Number=Plur,det,0.0,φύσεις,(),False,xx̔,False,False,False,False,Nom,Fem,Plur,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,φύσεις,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,
κατά,κατά,κατά,κατά,τά,κ,-20.0,ADP,r--------,,case,0.0,οὐρανὸν,(),False,xxxx́,False,False,False,False,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,οὐρανὸν,(),False,’,False,True,False,False,,,,,,,,
οὐρανὸν,οὐρανὸν,οὐρανὸν,οὐρανὸν,ὸν,ο,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,φύσεις,(),False,xx̓xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,
φύσεις,φύσεις,φύσις,φύσεις,εις,φ,-20.0,NOUN,n-p---fn-,Case=Nom|Gender=Fem|Number=Plur,nsubj,0.0,διατείνουσιν,"(κινήσεις,)",False,xx́xxxx,False,False,False,False,Nom,Fem,Plur,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,φύσεις,(),True,xx,True,False,False,False,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,φύσεις,(),False,xxx̀,False,False,False,False,,,,,,,,
κινήσεις,κινήσεις,κινήσεις,κινήσεις,εις,κ,-20.0,NOUN,n-p---fn-,Case=Nom|Gender=Fem|Number=Plur,conj,0.0,φύσεις,"(φύσεις,)",False,xxxx́xxxx,False,False,False,False,Nom,Fem,Plur,,,,,
ἀστέρων,ἀστέρων,ἀστέρ,ἀστέρων,ρων,α,-20.0,NOUN,n-p---mg-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,κινήσεις,(),False,x̓xxx́xxx,False,False,False,False,Gen,Masc,Plur,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,διατείνουσιν,(),False,·,False,True,False,False,,,,,,,,
