orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice
εὐθὺς,εὐθὺς,εὐθὺς,εὐθὺς,ὺς,ε,-20.0,ADV,d--------,,advmod,0.0,ἐδημιούργει,(),False,xx̓xx̀x,False,False,False,False,,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἐδημιούργει,(),False,xx̀,False,False,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,γένη,(),False,xxx̀,False,False,False,False,,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,γένη,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,,
γένη,γένη,γένος,γένη,́νη,γ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,ἐδημιούργει,(),False,xx́xx,False,False,False,False,Acc,Neut,Plur,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,det,0.0,πτηνῶν,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,,
πτηνῶν,πτηνῶν,πτηνῶν,πτηνῶν,ῶν,π,-20.0,NOUN,a-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,γένη,(),False,xxxx͂x,False,False,False,False,Gen,Neut,Plur,,,,,,
ἐδημιούργει,ἐδημιούργει,ἐδημιούργει,ἐδημιούργει,γει,ε,-20.0,VERB,V-,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἐδημιούργει,(),False,x̓xxxx́xxxx,False,False,False,False,,,Sing,Imp,Ind,3,Past,Fin,Act
ὡς,ὡς,ὡς,ὡς,ὡς,ω,-20.0,ADV,d--------,,advmod,0.0,ἀδελφὰ,(),False,x̔x,False,False,False,False,,,,,,,,,
ἀδελφὰ,ἀδελφὰ,ἀδελφὰ,ἀδελφὰ,φὰ,α,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,xcomp,0.0,ἐδημιούργει,(),False,x̓xxxx̀,False,False,False,False,Acc,Neut,Plur,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---ng-,Case=Gen|Gender=Neut|Number=Plur,dep,0.0,ἀδελφὰ,(),False,xx͂x,False,False,False,False,Gen,Neut,Plur,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ὕδατος,(),False,xxxx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ὕδατος,(),False,’,False,True,False,False,,,,,,,,,
ὕδατος,ὕδατος,ὕδωρ,ὕδατος,τος,υ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,dep,0.0,ἀδελφὰ,(),False,x̔́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,
—,—,—,-,—,—,-20.0,PUNCT,u--------,,punct,0.0,νηκτά,(),False,—,False,True,False,False,,,,,,,,,
ἑκάτερα,ἑκάτερα,ἑκάτερος,ἑκάτερα,ερα,ε,-20.0,ADJ,A-,Case=Nom|Gender=Neut|Number=Plur,nsubj,0.0,νηκτά,(),False,x̔xx́xxxx,False,False,False,False,Nom,Neut,Plur,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,νηκτά,(),False,xx̀x,False,False,False,False,,,,,,,,,
νηκτά,νηκτά,νηκτά,νηκτά,τά,ν,-20.0,ADJ,a-p---nn-,Case=Nom|Gender=Neut|Number=Plur,dep,0.0,ἐδημιούργει,(),False,xxxx́,False,False,False,False,Nom,Neut,Plur,,,,,,
—,—,—,-,—,—,-20.0,PUNCT,u--------,,punct,0.0,νηκτά,(),False,—,False,True,False,False,,,,,,,,,
μηδεμίαν,μηδεμίαν,μηδεμίαν,μηδεμίαν,́αν,μ,-20.0,DET,Px,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ἰδέαν,(),False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἰδέαν,ἰδέαν,ἰδέα,ἰδέαν,́αν,ι,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,καταλιπών,(),False,x̓xx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,ἀεροπόρων,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,
ἀεροπόρων,ἀεροπόρων,ἀεροπόρος,ἀεροπόρων,ρων,α,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,ἰδέαν,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Masc,Plur,,,,,,
ἀτελῆ,ἀτελῆ,ἀτελῆ,ἀτελῆ,λῆ,α,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,xcomp,0.0,καταλιπών,(),False,x̓xxxx͂,False,False,False,False,Acc,Neut,Plur,,,,,,
καταλιπών,καταλιπών,καταλιπών,καταλιπών,ών,κ,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,νηκτά,(),False,xxxx́x,False,False,False,False,Nom,Masc,Sing,,,,Past,Part,Act
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,νηκτά,(),False,.,False,True,False,False,,,,,,,,,
